event_date,variant_id,gender,age,impressions,users,clicks,conversions,purchases,revenue
2011-03-24,test,F,50s,139,1,59,30,280,836.36
2011-11-14,control,M,50s,381,2,186,99,511,785.9700000000003
2011-03-28,test,F,50s,223,3,103,55,495,813.0699999999999
2011-11-16,test,M,30s,183,1,88,45,156,292.21999999999986
2011-03-25,control,M,40s,98,2,49,27,350,615.77
2010-12-02,control,M,30s,243,4,110,58,450,837.8699999999998
2011-09-25,test,M,40s,161,2,81,40,654,1164.9400000000003
2011-02-04,test,M,30s,161,1,72,37,37,45.57000000000002
2011-06-22,test,F,20s,75,1,34,20,272,390.06
2011-06-09,control,M,40s,141,1,66,30,196,294.86
2011-03-01,control,F,20s,235,4,119,62,586,808.9299999999996
2011-08-28,test,M,20s,288,3,150,70,321,351.4499999999998
2011-11-23,control,M,30s,228,4,103,54,418,922.25
2011-07-08,control,M,30s,71,1,31,16,234,300.85999999999996
2011-05-09,control,M,50s,225,4,102,59,601,1236.2699999999995
2011-11-25,test,F,30s,529,3,240,133,1500,2360.8199999999997
2011-05-19,control,M,30s,94,2,53,27,530,612.97
2011-11-20,control,M,50s,262,2,123,66,421,735.3200000000005
2011-06-14,test,M,30s,48,1,25,13,82,143.4
2011-09-06,control,F,40s,295,1,138,72,745,1134.6899999999996
2011-04-14,test,F,40s,87,1,43,21,119,241.29
2011-04-15,test,M,40s,152,1,64,37,316,462.31
2011-02-16,test,M,40s,131,1,62,32,396,1129.35
2011-06-23,control,F,40s,276,1,128,65,199,421.39
2011-05-03,test,F,40s,66,1,36,16,80,173.07999999999996
2011-02-13,test,F,50s,150,2,76,36,154,353.71999999999997
2010-12-01,control,M,50s,239,4,124,61,786,1264.31
2011-09-25,control,M,50s,255,2,132,65,124,309.0499999999999
2011-10-21,control,M,50s,125,2,58,29,228,432.12
2011-06-17,control,F,50s,87,1,37,21,186,1025.34
2011-07-22,test,M,40s,92,1,40,26,232,469.90000000000015
2011-10-30,test,M,40s,70,1,33,17,138,403.90000000000003
2010-12-01,test,F,40s,90,2,48,25,219,582.6
2011-04-13,control,F,20s,503,3,228,123,1345,1413.2099999999996
2011-09-16,control,F,30s,111,1,45,28,634,639.24
2011-09-04,test,F,20s,239,2,110,57,397,469.2900000000001
2011-04-21,control,M,20s,55,1,26,14,50,126.32000000000002
2011-04-14,control,M,50s,227,3,119,53,1026,1368.4900000000002
2011-10-02,control,M,40s,77,1,39,19,77,173.04
2011-11-09,test,F,40s,58,1,31,13,196,222.00000000000003
2011-03-18,test,F,30s,153,2,74,39,3219,4934.860000000002
2011-11-13,test,F,50s,291,3,140,73,523,1023.0500000000001
2011-07-25,control,F,40s,133,2,63,39,368,666.9599999999998
2010-12-20,test,F,50s,317,3,157,82,949,2037.7699999999998
2010-12-08,test,M,20s,151,4,78,40,937,1499.0700000000002
2011-04-04,control,M,20s,205,1,98,48,1062,1738.830000000001
2011-11-24,test,M,40s,124,2,61,31,518,663.3699999999998
2011-05-23,control,F,50s,135,2,74,37,396,958.79
2011-12-02,test,M,30s,196,2,98,54,736,1233.8400000000001
2011-06-16,control,F,50s,118,3,49,28,627,705.2200000000001
2011-07-03,control,F,50s,209,1,111,53,282,471.43999999999994
2011-11-21,test,F,40s,170,1,82,40,94,180.34
2011-06-03,control,F,50s,8,1,3,2,72,39.12
2011-02-21,control,M,30s,84,1,48,20,76,146.8
2011-04-18,test,F,30s,276,2,131,66,199,554.2300000000001
2011-08-10,test,M,20s,74,1,35,21,172,315.7199999999999
2011-07-26,control,F,50s,161,2,80,39,933,1729.9099999999996
2011-05-03,control,M,30s,88,1,36,20,79,115.95
2011-06-14,test,M,20s,187,1,95,52,238,474.86999999999995
2011-08-10,test,M,30s,67,1,30,15,302,350.5799999999999
2011-06-20,test,M,20s,134,3,65,31,377,778.5700000000002
2011-05-08,test,M,50s,78,2,37,21,236,372.02
2011-04-17,control,M,20s,181,2,80,45,735,721.42
2011-03-08,control,F,50s,80,1,41,20,251,461.2499999999999
2011-02-01,control,M,50s,94,1,39,21,293,325.75
2011-07-05,control,M,20s,176,2,78,43,751,1120.77
2011-10-02,test,F,30s,378,1,178,91,255,549.5100000000001
2011-06-22,test,F,30s,265,1,130,66,489,497.2599999999999
2011-09-04,test,F,30s,328,3,163,89,386,748.77
2011-09-27,control,F,40s,148,1,70,40,356,499.62000000000023
2011-11-16,control,M,40s,57,1,27,14,490,639.1600000000001
2011-04-20,test,M,20s,216,3,105,55,544,1136.87
2011-03-29,test,F,50s,78,1,43,18,140,289.25
2011-01-12,test,F,30s,232,2,117,65,697,871.4899999999998
2011-04-01,test,M,40s,137,1,68,37,107,183.46
2011-10-27,control,M,20s,39,1,16,10,110,268.67999999999995
2011-05-09,test,F,20s,16,1,11,4,276,1971.0
2011-01-30,control,M,50s,57,1,32,13,21,159.43
2011-06-03,control,M,50s,62,1,28,15,137,312.75
2011-06-05,test,F,30s,321,1,146,76,199,372.36
2011-03-10,test,F,50s,69,1,31,15,122,298.50000000000006
2011-07-05,control,M,30s,146,2,66,33,453,781.5099999999999
2011-04-14,control,F,40s,59,1,34,16,175,387.29
2011-10-23,test,M,20s,119,2,58,31,187,311.33
2011-01-17,test,M,30s,35,2,17,10,436,504.24
2011-01-26,control,M,20s,69,1,33,20,58,162.40000000000003
2011-03-24,test,M,50s,38,1,17,11,88,187.2
2011-08-11,test,F,20s,21,1,10,5,23,176.85
2011-06-06,control,M,50s,60,1,33,17,178,304.28000000000003
2011-03-18,test,F,20s,43,2,21,9,295,796.74
2011-09-06,control,M,40s,39,1,16,12,104,209.8
2011-11-25,test,M,40s,283,4,137,67,698,1458.5599999999997
2011-05-17,test,M,50s,31,1,17,9,948,1827.36
2011-07-18,test,M,20s,52,1,26,14,100,277.12000000000006
2011-12-08,control,F,20s,107,2,51,27,288,559.48
2011-08-17,control,M,30s,103,1,45,28,76,155.05
2011-04-21,control,M,30s,46,1,23,11,126,173.46
2011-09-28,control,M,40s,15,1,10,4,72,150.0
2011-02-23,test,M,50s,51,1,22,13,107,220.53000000000003
2011-02-15,control,F,50s,37,1,16,10,935,1784.7099999999998
2011-06-16,test,F,40s,21,3,10,8,220,682.9200000000001
2011-06-29,control,M,40s,51,1,27,12,424,576.4000000000001
2011-03-17,control,F,30s,103,1,51,30,416,372.6399999999999
2011-12-01,control,F,50s,56,1,27,13,63,345.53000000000003
2011-07-08,control,M,20s,72,1,29,17,270,454.28000000000003
2011-08-05,test,F,20s,33,1,18,9,200,251.26000000000005
2011-05-31,control,F,30s,51,1,18,11,123,201.27
2011-10-24,test,M,20s,28,1,14,8,58,143.8
2011-05-26,control,M,50s,40,1,21,8,57,107.85000000000001
2011-03-06,test,F,50s,26,1,15,8,56,137.9
2011-02-18,test,F,40s,75,1,36,19,198,314.68
2011-12-02,test,M,20s,12,1,3,3,60,188.76
2011-09-02,test,F,20s,31,2,10,9,1628,2412.96
2011-05-22,test,F,40s,54,1,27,14,140,227.57999999999998
2011-12-08,control,F,30s,101,2,44,23,384,325.0400000000002
2011-01-26,control,M,30s,4,1,2,1,2,9.9
2011-02-09,control,F,20s,24,1,10,5,36,78.61999999999999
2011-09-27,test,F,30s,29,1,15,9,124,362.8
2011-01-18,test,F,40s,3,1,1,1,74215,77183.6
2011-07-18,test,M,30s,19,1,9,6,17,114.55000000000001
2011-07-24,test,F,50s,10,1,3,2,120,174.0
2011-06-13,control,M,50s,6,1,3,3,744,513.8399999999999
2010-12-14,test,F,40s,5,1,2,1,1,15.0
2011-01-17,test,M,20s,3,1,1,1,144,152.64
2011-04-12,test,M,40s,8,1,4,2,148,94.2
2011-02-11,control,M,40s,4,1,1,1,72,76.32000000000001
2011-04-18,control,F,20s,2,1,2,1,1,222.75
2011-06-12,test,F,20s,126,1,64,32,688,375.04
2011-09-28,test,F,30s,909,3,440,233,624,1504.780000000001
2011-02-15,control,F,40s,86,1,39,18,52,120.16
2011-10-24,control,M,20s,245,1,116,62,8864,11523.2
2011-04-03,control,F,50s,403,1,187,95,515,704.5999999999999
2011-09-04,test,M,20s,282,1,133,70,223,457.8
2011-02-20,test,F,20s,288,1,143,73,107,298.3799999999999
2011-12-05,control,F,30s,516,5,232,133,652,1001.1900000000005
2010-12-16,control,M,50s,443,8,214,109,1229,2171.99
2011-09-29,test,F,20s,55,1,19,13,202,383.12
2011-05-24,test,F,30s,502,2,249,123,539,1197.0799999999997
2010-12-20,test,F,40s,73,1,36,18,62,221.40000000000003
2011-09-27,control,F,50s,499,1,233,124,366,383.6599999999998
2011-07-27,control,M,30s,290,2,140,72,723,1241.0600000000002
2011-06-09,control,M,50s,218,2,91,53,303,597.8199999999999
2011-09-13,control,M,30s,119,2,57,30,110,278.54
2011-03-01,test,F,30s,212,1,89,48,257,272.05000000000007
2011-05-12,control,M,20s,291,2,146,79,328,1201.35
2011-03-29,test,F,40s,39,1,17,8,48,113.3
2011-08-24,test,M,50s,86,2,43,21,680,1294.9200000000003
2011-12-04,test,M,20s,219,1,109,55,94,212.14000000000004
2011-11-20,control,M,40s,414,3,197,106,511,599.46
2011-11-20,test,F,20s,409,2,190,95,433,926.8899999999999
2011-02-09,test,F,50s,208,2,107,53,553,1071.17
2011-03-28,control,F,20s,78,1,35,20,178,329.44
2010-12-01,test,F,50s,370,3,175,86,371,770.83
2011-12-05,test,M,40s,298,2,141,79,399,536.5100000000002
2011-11-21,test,F,50s,297,3,145,75,905,1391.4599999999998
2011-04-13,test,M,20s,446,4,214,114,774,1508.9000000000003
2011-09-22,control,M,20s,397,2,185,100,1038,2082.7799999999997
2011-10-14,test,M,20s,123,2,64,32,190,322.96999999999997
2011-12-07,control,M,20s,166,2,83,39,402,778.4699999999998
2011-09-21,control,F,20s,125,2,62,33,760,1246.42
2011-12-04,test,M,30s,443,3,210,106,525,873.8200000000004
2011-04-01,test,M,50s,145,2,72,40,424,524.0800000000002
2011-05-23,test,M,20s,135,2,67,35,295,870.75
2011-01-27,control,M,50s,174,2,82,44,97,181.29
2011-11-15,control,M,50s,397,4,197,102,1746,1598.2600000000007
2011-01-09,test,M,40s,143,1,63,36,171,380.68
2011-03-09,control,M,20s,156,1,76,40,314,924.5400000000001
2011-09-28,control,M,50s,155,2,77,41,315,850.1500000000002
2011-09-21,test,M,40s,49,1,24,14,254,315.1
2011-02-18,control,M,20s,155,2,69,36,461,730.76
2011-06-22,test,M,30s,271,1,134,65,389,291.98999999999995
2011-07-17,control,M,30s,32,1,15,9,133,250.95
2011-09-06,control,M,50s,90,2,44,24,1744,1197.7600000000002
2011-09-23,control,M,50s,43,1,20,9,309,417.5
2010-12-22,test,F,30s,219,2,96,58,826,736.0600000000001
2011-09-08,control,M,30s,46,1,23,13,224,310.2
2011-10-23,control,M,50s,63,1,36,17,38,211.10000000000002
2011-06-23,control,F,50s,92,1,42,22,197,330.11
2011-04-14,control,M,40s,54,1,28,13,356,391.03999999999996
2011-08-10,control,F,30s,217,2,93,63,379,390.06999999999994
2011-01-28,control,F,50s,140,2,58,36,303,700.7399999999999
2011-09-06,test,F,30s,577,1,276,138,367,591.8599999999998
2011-09-22,test,F,20s,242,2,119,57,703,940.6700000000002
2011-05-12,control,F,40s,145,2,70,36,737,1181.6999999999998
2011-09-09,test,M,40s,200,1,84,45,372,1087.6999999999998
2011-10-10,control,M,20s,439,2,212,113,249,591.1599999999995
2011-09-30,test,F,40s,258,2,122,62,696,1788.6400000000006
2011-05-31,test,F,50s,428,2,225,115,686,1157.1700000000012
2011-09-06,control,F,50s,156,1,77,43,707,2423.2700000000004
2011-10-13,control,F,20s,111,1,57,30,318,429.41999999999996
2011-05-18,control,M,20s,191,2,88,50,544,1259.9299999999998
2011-06-02,test,M,50s,84,1,34,20,73,235.23000000000002
2011-11-20,test,F,30s,376,1,167,93,368,444.46999999999986
2011-01-12,control,M,40s,74,1,33,16,144,547.5
2011-11-15,test,F,20s,67,1,31,19,460,835.97
2010-12-07,control,F,30s,126,1,52,31,139,338.69999999999993
2011-01-14,test,F,40s,34,1,16,10,78,225.9
2011-06-17,control,F,40s,101,1,56,29,378,654.1800000000002
2011-05-23,test,F,30s,305,1,149,80,179,320.47999999999996
2011-09-16,test,F,30s,466,1,224,116,1677,2582.7799999999993
2011-06-09,test,F,50s,216,2,103,55,350,673.2999999999997
2011-10-20,test,F,20s,119,1,60,27,39,119.25
2011-03-10,test,F,40s,64,1,27,16,246,209.94000000000005
2011-06-16,test,F,50s,74,1,42,20,153,376.77000000000004
2011-07-21,control,F,20s,126,2,59,31,331,378.9699999999999
2011-06-27,control,F,30s,268,2,126,68,242,330.41
2011-10-20,test,F,30s,75,2,38,21,308,864.9900000000004
2011-06-09,control,F,20s,43,2,21,16,332,771.0
2011-05-09,control,M,40s,67,1,36,17,89,147.15000000000003
2010-12-02,control,F,20s,128,3,57,33,756,925.28
2010-12-09,control,F,20s,62,1,33,17,48,119.45000000000002
2011-09-22,control,M,30s,120,1,59,34,205,514.1299999999999
2011-09-29,test,F,30s,229,2,100,60,268,595.1
2011-07-27,control,M,20s,50,2,23,12,297,754.1999999999999
2011-05-17,control,M,50s,153,1,73,33,180,326.4800000000001
2011-03-17,test,M,30s,108,1,51,24,34,101.35000000000002
2011-04-26,control,M,20s,22,1,14,6,26,103.30000000000001
2011-01-27,test,M,50s,73,1,37,19,210,283.74
2011-09-13,test,F,50s,88,1,43,23,157,431.96999999999997
2011-10-21,test,F,40s,221,2,108,53,654,745.3600000000004
2011-11-02,control,M,40s,64,1,33,17,202,299.37999999999994
2011-11-30,control,F,50s,74,1,36,16,129,271.75
2011-07-17,control,M,20s,103,1,49,25,68,140.76
2011-06-06,test,F,50s,145,2,64,38,278,745.74
2011-03-29,control,F,40s,124,2,69,32,507,594.0500000000003
2011-11-01,test,M,20s,87,1,38,20,53,137.97000000000003
2011-09-19,test,F,50s,12,1,7,2,20,75.0
2011-07-04,control,M,50s,70,1,33,15,270,457.3
2011-08-21,test,F,40s,109,1,59,25,321,504.19
2011-01-24,control,F,30s,293,2,139,73,296,601.2599999999999
2011-11-24,test,M,50s,248,2,111,59,258,412.03000000000003
2011-07-12,control,F,50s,57,1,30,15,146,305.1
2011-06-27,control,F,20s,42,1,18,9,58,171.98
2011-03-10,control,M,30s,77,1,36,16,167,185.14999999999998
2011-11-29,control,F,50s,28,1,11,7,407,444.87000000000006
2011-11-01,control,F,40s,66,1,27,13,17,43.470000000000006
2010-12-14,test,F,50s,73,2,35,17,128,254.12
2011-10-03,control,M,20s,94,1,38,21,279,607.33
2011-06-12,test,F,30s,98,1,44,24,40,110.78000000000002
2011-06-28,control,F,20s,88,2,46,24,956,355.5599999999999
2011-09-25,test,M,50s,107,2,59,28,262,454.0499999999998
2010-12-08,test,F,30s,113,2,58,30,347,447.28999999999996
2011-02-11,test,F,30s,288,2,140,71,911,2691.2499999999995
2011-05-26,control,M,40s,59,1,30,16,590,330.4200000000001
2011-03-25,control,M,50s,62,1,25,15,99,161.89000000000004
2011-12-06,test,M,30s,108,2,56,29,230,452.87000000000006
2011-03-10,control,F,30s,139,2,63,34,363,528.45
2011-04-14,test,F,50s,37,1,16,8,338,301.42
2011-08-04,test,F,40s,98,1,47,24,196,476.29999999999995
2011-03-23,test,M,40s,134,1,65,32,404,589.4
2011-08-07,control,M,40s,122,2,53,32,459,910.3100000000001
2011-11-16,control,M,50s,161,2,74,41,369,717.2500000000005
2011-06-03,control,M,40s,185,1,85,47,356,1109.3199999999997
2011-01-05,control,M,50s,32,1,13,6,224,229.56
2011-09-01,control,M,40s,57,1,34,16,98,125.55
2011-12-05,control,F,20s,35,1,19,9,192,297.47999999999996
2011-09-13,control,M,20s,112,1,55,30,361,679.69
2011-09-16,test,F,20s,57,1,28,16,170,271.28
2011-08-03,control,M,20s,150,3,74,39,1661,1837.1599999999999
2011-10-09,test,M,40s,79,1,35,20,49,129.93
2011-11-10,test,F,30s,85,2,45,21,257,483.4000000000001
2011-03-31,control,M,50s,43,1,20,12,246,301.6
2011-09-21,control,F,30s,81,1,34,22,458,569.34
2011-07-03,control,F,40s,106,1,48,32,171,155.79999999999998
2011-05-23,test,F,20s,6,1,4,1,24,204.0
2011-07-01,test,F,40s,13,1,6,3,132,351.48
2011-03-17,test,M,20s,34,1,17,8,388,606.84
2011-11-23,test,F,40s,45,1,25,11,111,219.22999999999996
2011-03-25,test,M,50s,36,1,20,9,864,1490.88
2011-08-03,control,M,30s,110,1,48,25,274,444.2200000000001
2011-04-13,test,M,30s,23,1,10,6,248,186.88000000000002
2011-02-25,test,M,50s,41,1,19,12,85,234.15
2011-08-12,control,M,20s,70,1,34,20,180,366.11
2011-06-24,test,M,20s,40,1,18,10,162,229.26
2011-05-12,control,M,30s,28,1,12,8,222,281.65999999999997
2011-12-04,test,F,50s,56,1,29,17,149,240.66999999999996
2011-05-23,test,M,30s,19,1,6,4,180,109.80000000000001
2011-12-06,test,M,20s,12,1,6,3,180,302.04
2011-08-28,control,M,50s,4,1,2,1,12,35.400000000000006
2011-01-24,control,M,30s,20,1,9,5,109,163.49999999999997
2011-12-06,control,M,40s,4,1,1,1,24,61.2
2011-10-25,control,M,50s,12,2,5,3,1548,633.96
2011-11-18,test,M,20s,4,1,2,2,16,92.4
2011-09-06,test,F,20s,10,1,7,2,12,99.0
2011-07-24,test,F,40s,12,1,7,3,144,354.24
2011-03-11,test,F,20s,3,1,2,1,480,345.6
2011-11-10,test,F,20s,4,1,2,1,1000,1790.0
2011-11-24,control,M,40s,6,1,4,2,36,39.480000000000004
2010-12-23,test,M,30s,9,1,6,3,120,344.88
2011-03-17,test,F,40s,1,1,1,1,12,71.4
