invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority
962557,T-shirt,-36,2020-02-18 10:00,1.35,0.03,,Stationery,In-store,Not Returned,High
244990,Headphones,-34,2020-02-18 11:00,-84.76,0.48,,Furniture,Online,Not Returned,Medium
258518,Desk Lamp,-50,2020-02-18 12:00,-18.93,1.8770664248534583,,Furniture,Online,Not Returned,Low
224040,Wall Clock,40,2020-02-18 13:00,50.42,0.15,10.03,Apparel,Online,Not Returned,Low
768406,Notebook,21,2020-02-18 14:00,35.98,0.28,25.67,Apparel,In-store,Not Returned,Medium
623138,Backpack,11,2020-02-18 15:00,93.25,0.38,14.91,Accessories,In-store,Not Returned,Low
518034,Wall Clock,2,2020-02-18 16:00,96.67,0.1,27.16,Electronics,Online,Not Returned,Medium
856254,Blue Pen,11,2020-02-18 17:00,81.37,0.3,7.14,Furniture,In-store,Not Returned,Medium
890756,USB Cable,26,2020-02-18 18:00,62.12,0.45,24.72,Apparel,Online,Not Returned,Medium
962755,Wall Clock,41,2020-02-18 19:00,51.48,0.1,6.25,Accessories,In-store,Not Returned,High
895543,Notebook,15,2020-02-18 20:00,24.2,0.19,19.5,Apparel,In-store,Returned,Medium
640677,Desk Lamp,13,2020-02-18 21:00,59.86,0.42,23.22,Stationery,In-store,Not Returned,Low
746465,Desk Lamp,15,2020-02-18 22:00,66.54,0.02,27.96,Accessories,In-store,Not Returned,Medium
403571,Desk Lamp,-34,2020-02-18 23:00,93.63,0.0,,Electronics,In-store,Not Returned,High
784106,Headphones,19,2020-02-19 00:00,61.62,0.41,23.31,Furniture,In-store,Not Returned,Low
222883,Backpack,44,2020-02-19 01:00,85.58,0.21,8.4,Furniture,Online,Not Returned,High
843246,Backpack,44,2020-02-19 02:00,42.13,0.45,15.57,Apparel,In-store,Not Returned,Low
862501,USB Cable,11,2020-02-19 03:00,53.96,0.37,17.06,Furniture,In-store,Returned,Low
487952,Notebook,-20,2020-02-19 04:00,91.76,0.04,,Furniture,In-store,Not Returned,Low
212221,Backpack,23,2020-02-19 05:00,74.98,0.39,25.06,Stationery,In-store,Not Returned,Medium
899666,Wall Clock,1,2020-02-19 06:00,92.32,0.06,27.3,Apparel,In-store,Not Returned,Medium
360669,Blue Pen,30,2020-02-19 07:00,14.79,0.0,5.77,Stationery,In-store,Not Returned,Medium
859224,T-shirt,39,2020-02-19 08:00,21.16,0.2,29.45,Stationery,In-store,Not Returned,High
939873,Blue Pen,23,2020-02-19 09:00,29.72,0.33,19.52,Electronics,Online,Not Returned,Low
625134,Desk Lamp,25,2020-02-19 10:00,83.66,0.47,21.49,Accessories,Online,Not Returned,High
635242,Notebook,48,2020-02-19 11:00,40.05,0.39,28.32,Apparel,Online,Not Returned,High
441383,Wall Clock,44,2020-02-19 12:00,2.69,0.11,28.27,Apparel,In-store,Not Returned,High
344761,Wall Clock,21,2020-02-19 13:00,30.16,0.35,22.68,Electronics,Online,Not Returned,Low
932946,USB Cable,28,2020-02-19 14:00,11.49,0.4,11.35,Stationery,Online,Not Returned,Low
974668,Notebook,11,2020-02-19 15:00,76.14,0.38,29.78,Electronics,Online,Returned,Low
984011,Desk Lamp,24,2020-02-19 16:00,32.33,0.01,6.82,Stationery,Online,Not Returned,High
237541,T-shirt,12,2020-02-19 17:00,67.22,0.17,24.04,Electronics,In-store,Not Returned,High
928533,Wireless Mouse,3,2020-02-19 18:00,37.29,0.18,6.63,Apparel,Online,Not Returned,Medium
164323,Desk Lamp,33,2020-02-19 19:00,93.79,0.32,12.63,Electronics,In-store,Not Returned,Medium
716210,Wall Clock,13,2020-02-19 20:00,26.31,0.19,10.36,Electronics,In-store,Not Returned,Low
289139,Desk Lamp,2,2020-02-19 21:00,58.09,0.17,13.76,Electronics,In-store,Not Returned,Low
280448,Notebook,42,2020-02-19 22:00,57.52,0.42,25.57,Stationery,Online,Not Returned,High
800947,T-shirt,44,2020-02-19 23:00,59.95,0.3,7.15,Electronics,Online,Not Returned,High
335659,Notebook,16,2020-02-20 00:00,22.61,0.11,20.75,Electronics,In-store,Not Returned,High
489678,Notebook,20,2020-02-20 01:00,33.13,0.07,25.82,Stationery,Online,Not Returned,Low
954016,Wall Clock,32,2020-02-20 02:00,21.79,0.07,12.82,Electronics,In-store,Not Returned,Medium
204537,Office Chair,23,2020-02-20 03:00,3.31,0.03,9.96,Stationery,Online,Not Returned,Medium
964909,Wall Clock,10,2020-02-20 04:00,64.52,0.36,5.64,Accessories,Online,Not Returned,High
341983,Wireless Mouse,23,2020-02-20 05:00,99.59,0.07,14.65,Apparel,In-store,Returned,High
666821,Wall Clock,17,2020-02-20 06:00,69.78,0.47,15.04,Apparel,In-store,Not Returned,High
888260,Blue Pen,8,2020-02-20 07:00,79.83,0.5,6.11,Apparel,Online,Not Returned,High
101917,White Mug,4,2020-02-20 08:00,5.45,0.37,23.61,Electronics,In-store,Not Returned,Low
382762,Notebook,8,2020-02-20 09:00,73.32,0.09,14.83,Furniture,Online,Not Returned,High
656542,Notebook,23,2020-02-20 10:00,53.95,0.45,26.0,Furniture,In-store,Not Returned,Medium
886275,T-shirt,34,2020-02-20 11:00,28.67,0.48,14.89,Stationery,Online,Not Returned,High
467436,T-shirt,33,2020-02-20 12:00,60.37,0.12,7.55,Furniture,In-store,Not Returned,High
609930,Desk Lamp,14,2020-02-20 13:00,71.34,0.37,28.35,Electronics,Online,Not Returned,Medium
671650,T-shirt,21,2020-02-20 14:00,93.87,0.47,28.03,Apparel,Online,Not Returned,High
382272,Blue Pen,4,2020-02-20 15:00,20.79,0.22,28.8,Accessories,In-store,Not Returned,Low
485925,USB Cable,26,2020-02-20 16:00,69.17,0.22,6.11,Electronics,In-store,Not Returned,High
866641,White Mug,18,2020-02-20 17:00,57.63,0.1,5.41,Accessories,In-store,Not Returned,Low
814743,Wall Clock,46,2020-02-20 18:00,59.6,0.47,10.08,Furniture,In-store,Not Returned,Low
689833,Headphones,-50,2020-02-20 19:00,-10.6,1.5035882252935395,,Apparel,In-store,Not Returned,High
182180,Office Chair,1,2020-02-20 20:00,44.58,0.34,21.03,Stationery,Online,Not Returned,Medium
712246,Office Chair,3,2020-02-20 21:00,62.97,0.41,18.19,Furniture,In-store,Not Returned,Medium
503081,USB Cable,27,2020-02-20 22:00,21.33,0.36,6.09,Stationery,Online,Not Returned,High
401953,White Mug,16,2020-02-20 23:00,24.21,0.07,9.31,Furniture,In-store,Not Returned,Medium
478892,Office Chair,36,2020-02-21 00:00,60.41,0.17,28.88,Stationery,In-store,Not Returned,Low
105287,White Mug,23,2020-02-21 01:00,69.8,0.2,19.76,Electronics,Online,Not Returned,Low
357665,White Mug,32,2020-02-21 02:00,21.02,0.26,27.47,Electronics,Online,Not Returned,High
108512,Blue Pen,14,2020-02-21 03:00,59.54,0.29,24.79,Stationery,In-store,Not Returned,Low
756702,Wall Clock,48,2020-02-21 04:00,43.63,0.26,7.41,Accessories,In-store,Not Returned,High
556292,USB Cable,39,2020-02-21 05:00,17.38,0.19,20.18,Apparel,Online,Not Returned,Medium
208872,USB Cable,11,2020-02-21 06:00,11.07,0.01,27.29,Electronics,Online,Not Returned,Medium
872042,Wireless Mouse,3,2020-02-21 07:00,78.05,0.27,22.25,Apparel,Online,Not Returned,Low
193070,Office Chair,-6,2020-02-21 08:00,-30.81,1.207563971347419,,Accessories,Online,Not Returned,Low
704055,Desk Lamp,8,2020-02-21 09:00,14.24,0.18,24.33,Furniture,In-store,Not Returned,High
722117,Office Chair,26,2020-02-21 10:00,64.47,0.35,18.56,Accessories,In-store,Not Returned,Medium
529474,Office Chair,20,2020-02-21 11:00,35.08,0.09,27.67,Apparel,Online,Not Returned,High
142078,Backpack,45,2020-02-21 12:00,4.78,0.19,20.8,Electronics,In-store,Not Returned,High
468432,USB Cable,2,2020-02-21 13:00,94.46,0.06,5.2,Accessories,Online,Not Returned,High
707812,Headphones,33,2020-02-21 14:00,67.58,0.39,25.77,Accessories,Online,Not Returned,High
327645,Notebook,49,2020-02-21 15:00,19.93,0.17,17.99,Electronics,Online,Not Returned,Medium
636507,Wall Clock,17,2020-02-21 16:00,5.85,0.06,19.86,Stationery,In-store,Not Returned,Low
886667,Notebook,41,2020-02-21 17:00,49.78,0.48,8.76,Apparel,Online,Not Returned,Low
405073,T-shirt,19,2020-02-21 18:00,99.6,0.07,21.39,Accessories,Online,Not Returned,Medium
227309,Office Chair,39,2020-02-21 19:00,37.78,0.38,13.81,Electronics,Online,Not Returned,Medium
429588,Notebook,12,2020-02-21 20:00,88.11,0.15,22.69,Electronics,Online,Not Returned,Medium
763927,Backpack,11,2020-02-21 21:00,71.66,0.36,5.4,Stationery,In-store,Not Returned,Low
988266,Backpack,21,2020-02-21 22:00,26.47,0.08,26.55,Apparel,Online,Not Returned,Low
564008,Wireless Mouse,44,2020-02-21 23:00,5.35,0.35,5.82,Stationery,Online,Not Returned,Low
820801,Blue Pen,27,2020-02-22 00:00,88.39,0.21,17.53,Furniture,Online,Not Returned,Low
446699,Wireless Mouse,23,2020-02-22 01:00,81.04,0.29,26.64,Stationery,Online,Returned,Low
435842,T-shirt,15,2020-02-22 02:00,70.99,0.48,16.7,Electronics,Online,Not Returned,Medium
486594,Headphones,39,2020-02-22 03:00,97.87,0.06,8.24,Stationery,In-store,Not Returned,Medium
872608,USB Cable,22,2020-02-22 04:00,94.11,0.21,29.41,Apparel,Online,Not Returned,Medium
760775,White Mug,-29,2020-02-22 05:00,20.12,0.01,,Electronics,Online,Not Returned,Medium
791519,Notebook,46,2020-02-22 06:00,53.01,0.0,18.3,Furniture,In-store,Not Returned,High
143925,Backpack,11,2020-02-22 07:00,21.53,0.22,12.82,Apparel,In-store,Not Returned,High
237023,White Mug,17,2020-02-22 08:00,89.21,0.4,25.77,Furniture,In-store,Not Returned,Medium
187388,Wall Clock,15,2020-02-22 09:00,5.13,0.41,6.91,Electronics,In-store,Not Returned,High
632295,Notebook,40,2020-02-22 10:00,70.38,0.01,12.52,Electronics,In-store,Not Returned,High
357802,Notebook,34,2020-02-22 11:00,67.92,0.39,26.93,Furniture,Online,Not Returned,Low
535048,Backpack,15,2020-02-22 12:00,22.86,0.14,26.27,Furniture,Online,Not Returned,High
158596,White Mug,47,2020-02-22 13:00,92.31,0.15,23.08,Stationery,In-store,Not Returned,Medium
451005,Wall Clock,13,2020-02-22 14:00,59.73,0.31,8.49,Furniture,In-store,Not Returned,Low
879554,Desk Lamp,29,2020-02-22 15:00,91.06,0.18,25.38,Electronics,In-store,Not Returned,Medium
973172,Headphones,37,2020-02-22 16:00,47.16,0.17,23.91,Accessories,In-store,Not Returned,High
639812,T-shirt,47,2020-02-22 17:00,81.16,0.18,28.07,Stationery,In-store,Not Returned,Medium
622244,Wall Clock,3,2020-02-22 18:00,81.54,0.41,9.82,Apparel,In-store,Not Returned,Low
512498,Notebook,48,2020-02-22 19:00,66.64,0.05,21.44,Electronics,Online,Not Returned,Medium
779290,Wall Clock,42,2020-02-22 20:00,43.26,0.21,18.35,Apparel,In-store,Not Returned,Low
599097,Wireless Mouse,10,2020-02-22 21:00,90.47,0.18,18.98,Furniture,In-store,Not Returned,Medium
749789,Desk Lamp,16,2020-02-22 22:00,83.44,0.33,13.47,Furniture,In-store,Not Returned,Low
907043,Blue Pen,49,2020-02-22 23:00,23.83,0.14,22.86,Stationery,Online,Not Returned,Medium
248056,Wireless Mouse,40,2020-02-23 00:00,43.51,0.34,5.15,Furniture,Online,Not Returned,High
114060,USB Cable,29,2020-02-23 01:00,14.93,0.33,14.55,Electronics,In-store,Not Returned,Low
838345,Notebook,18,2020-02-23 02:00,3.55,0.39,21.38,Apparel,Online,Not Returned,Medium
577272,Office Chair,36,2020-02-23 03:00,8.62,0.24,18.19,Apparel,Online,Not Returned,Low
618545,Notebook,-40,2020-02-23 04:00,10.72,0.13,,Accessories,Online,Not Returned,Low
929735,Office Chair,2,2020-02-23 05:00,35.45,0.36,17.98,Stationery,Online,Not Returned,Low
290279,Wireless Mouse,25,2020-02-23 06:00,92.71,0.08,18.24,Electronics,In-store,Not Returned,High
830406,Backpack,25,2020-02-23 07:00,59.16,0.47,21.79,Electronics,Online,Not Returned,Medium
784647,Office Chair,28,2020-02-23 08:00,88.09,0.21,27.5,Accessories,In-store,Returned,High
139711,Backpack,37,2020-02-23 09:00,5.68,0.25,27.88,Accessories,Online,Not Returned,Medium
243026,USB Cable,-16,2020-02-23 10:00,63.66,0.27,,Stationery,Online,Not Returned,Medium
435484,Blue Pen,47,2020-02-23 11:00,52.57,0.23,13.03,Apparel,In-store,Not Returned,Medium
565317,Notebook,19,2020-02-23 12:00,16.85,0.34,10.81,Electronics,Online,Not Returned,Medium
318134,Backpack,17,2020-02-23 13:00,22.49,0.45,15.59,Accessories,Online,Not Returned,High
202974,Desk Lamp,22,2020-02-23 14:00,16.08,0.46,16.42,Furniture,Online,Not Returned,Low
249646,Wall Clock,18,2020-02-23 15:00,24.67,0.07,19.43,Stationery,In-store,Not Returned,High
502400,T-shirt,26,2020-02-23 16:00,1.15,0.28,18.95,Electronics,Online,Not Returned,Medium
250168,Wireless Mouse,15,2020-02-23 17:00,32.18,0.26,8.7,Stationery,In-store,Not Returned,High
692016,Wireless Mouse,29,2020-02-23 18:00,98.1,0.03,12.44,Stationery,In-store,Not Returned,Low
789376,Headphones,7,2020-02-23 19:00,63.12,0.38,26.73,Accessories,In-store,Returned,Low
635534,Desk Lamp,18,2020-02-23 20:00,54.39,0.45,14.04,Furniture,Online,Not Returned,High
538774,White Mug,11,2020-02-23 21:00,55.3,0.03,6.06,Electronics,Online,Not Returned,High
611937,Backpack,8,2020-02-23 22:00,60.39,0.18,10.35,Apparel,Online,Not Returned,Low
511597,White Mug,39,2020-02-23 23:00,74.28,0.15,11.64,Furniture,In-store,Not Returned,Medium
192263,T-shirt,40,2020-02-24 00:00,79.8,0.09,5.67,Stationery,Online,Not Returned,Low
635590,Notebook,25,2020-02-24 01:00,3.9,0.05,25.56,Stationery,Online,Not Returned,Medium
953938,Notebook,14,2020-02-24 02:00,19.46,0.2,25.3,Electronics,In-store,Not Returned,High
665445,Wireless Mouse,34,2020-02-24 03:00,17.38,0.24,16.49,Accessories,Online,Not Returned,Low
679205,Backpack,10,2020-02-24 04:00,38.57,0.21,9.58,Accessories,Online,Not Returned,High
323810,Desk Lamp,16,2020-02-24 05:00,27.3,0.44,13.37,Accessories,Online,Not Returned,Medium
196646,Wireless Mouse,29,2020-02-24 06:00,82.04,0.05,22.79,Electronics,Online,Not Returned,Low
445266,Wireless Mouse,6,2020-02-24 07:00,41.67,0.43,7.17,Stationery,Online,Not Returned,Medium
910951,White Mug,38,2020-02-24 08:00,84.22,0.43,7.06,Accessories,In-store,Not Returned,Low
590025,Headphones,8,2020-02-24 09:00,71.78,0.23,27.29,Apparel,Online,Not Returned,High
580703,White Mug,22,2020-02-24 10:00,44.53,0.25,24.72,Electronics,In-store,Not Returned,Medium
443054,Headphones,44,2020-02-24 11:00,95.83,0.11,28.89,Apparel,In-store,Not Returned,Low
957756,Backpack,49,2020-02-24 12:00,79.23,0.32,14.54,Stationery,In-store,Not Returned,High
367552,T-shirt,37,2020-02-24 13:00,70.54,0.1,12.37,Accessories,In-store,Not Returned,High
159379,Backpack,44,2020-02-24 14:00,78.53,0.2,10.73,Furniture,Online,Not Returned,Medium
125053,Wireless Mouse,23,2020-02-24 15:00,42.51,0.07,24.13,Electronics,In-store,Not Returned,Low
502662,Wireless Mouse,3,2020-02-24 16:00,11.98,0.33,10.32,Furniture,Online,Not Returned,Low
756282,USB Cable,45,2020-02-24 17:00,41.71,0.12,19.83,Electronics,Online,Returned,Low
198723,USB Cable,26,2020-02-24 18:00,52.04,0.25,27.45,Stationery,In-store,Not Returned,Medium
675644,Office Chair,41,2020-02-24 19:00,11.55,0.05,22.87,Accessories,In-store,Not Returned,High
372933,Wireless Mouse,35,2020-02-24 20:00,37.66,0.42,12.38,Electronics,Online,Not Returned,Medium
984152,USB Cable,42,2020-02-24 21:00,92.83,0.2,28.51,Stationery,Online,Returned,Low
953088,Desk Lamp,44,2020-02-24 22:00,14.11,0.33,25.56,Furniture,In-store,Not Returned,Low
930460,Wall Clock,38,2020-02-24 23:00,63.01,0.2,7.73,Furniture,In-store,Not Returned,Low
950916,Wall Clock,2,2020-02-25 00:00,84.62,0.1,5.66,Electronics,In-store,Not Returned,Medium
132154,Wireless Mouse,20,2020-02-25 01:00,73.5,0.3,27.14,Electronics,Online,Not Returned,Medium
313942,Backpack,18,2020-02-25 02:00,20.27,0.41,27.12,Apparel,In-store,Not Returned,Low
364480,Office Chair,41,2020-02-25 03:00,41.41,0.1,8.27,Apparel,In-store,Not Returned,Medium
465821,Wall Clock,14,2020-02-25 04:00,56.61,0.13,20.32,Electronics,Online,Not Returned,High
954211,Wall Clock,28,2020-02-25 05:00,14.26,0.49,27.52,Electronics,In-store,Returned,High
381173,USB Cable,30,2020-02-25 06:00,26.77,0.34,6.19,Apparel,Online,Not Returned,High
945633,Backpack,44,2020-02-25 07:00,66.28,0.17,19.91,Electronics,In-store,Not Returned,Medium
132265,Backpack,16,2020-02-25 08:00,83.61,0.1,10.55,Stationery,Online,Not Returned,High
465060,Headphones,36,2020-02-25 09:00,94.21,0.46,18.64,Accessories,Online,Not Returned,Low
343322,White Mug,47,2020-02-25 10:00,21.81,0.42,9.49,Stationery,Online,Not Returned,Low
274944,T-shirt,18,2020-02-25 11:00,54.91,0.31,11.36,Furniture,In-store,Not Returned,Medium
670485,T-shirt,7,2020-02-25 12:00,64.06,0.02,11.37,Accessories,Online,Returned,High
548396,Notebook,11,2020-02-25 13:00,72.06,0.34,22.33,Accessories,Online,Returned,Medium
254782,T-shirt,15,2020-02-25 14:00,65.73,0.46,11.26,Furniture,Online,Not Returned,Medium
784846,Blue Pen,46,2020-02-25 15:00,78.43,0.45,26.72,Apparel,Online,Not Returned,Medium
171907,Notebook,12,2020-02-25 16:00,40.75,0.11,20.19,Furniture,In-store,Not Returned,High
302967,Notebook,25,2020-02-25 17:00,52.25,0.0,12.83,Apparel,Online,Not Returned,High
950867,Wall Clock,2,2020-02-25 18:00,17.26,0.16,24.52,Electronics,Online,Not Returned,High
402775,White Mug,11,2020-02-25 19:00,3.8,0.43,26.91,Electronics,Online,Not Returned,Low
491182,Headphones,40,2020-02-25 20:00,17.54,0.42,13.18,Apparel,Online,Not Returned,High
856892,T-shirt,33,2020-02-25 21:00,71.2,0.06,24.62,Stationery,In-store,Not Returned,Medium
382247,Backpack,12,2020-02-25 22:00,28.65,0.38,7.33,Electronics,Online,Not Returned,Medium
164772,Office Chair,4,2020-02-25 23:00,75.26,0.27,28.78,Furniture,Online,Returned,High
226108,Blue Pen,41,2020-02-26 00:00,3.94,0.1,21.99,Accessories,Online,Not Returned,Medium
114382,Blue Pen,20,2020-02-26 01:00,32.2,0.46,21.63,Accessories,In-store,Not Returned,Medium
184291,Blue Pen,37,2020-02-26 02:00,6.14,0.26,15.04,Stationery,In-store,Not Returned,High
463339,Backpack,26,2020-02-26 03:00,75.79,0.37,14.39,Furniture,Online,Not Returned,High
759116,Blue Pen,3,2020-02-26 04:00,41.4,0.22,23.58,Furniture,In-store,Not Returned,Low
382753,Wireless Mouse,43,2020-02-26 05:00,18.9,0.36,10.36,Apparel,Online,Not Returned,Medium
247550,Desk Lamp,2,2020-02-26 06:00,57.84,0.38,15.09,Furniture,In-store,Not Returned,Low
332050,Wall Clock,8,2020-02-26 07:00,96.79,0.49,23.32,Furniture,In-store,Not Returned,Low
532882,Office Chair,25,2020-02-26 08:00,5.92,0.37,27.61,Furniture,Online,Not Returned,Low
437827,Blue Pen,47,2020-02-26 09:00,61.23,0.33,20.75,Accessories,In-store,Not Returned,Medium
592313,White Mug,24,2020-02-26 10:00,69.77,0.12,8.76,Electronics,In-store,Not Returned,High
486858,Blue Pen,19,2020-02-26 11:00,84.57,0.25,15.39,Apparel,In-store,Not Returned,Medium
754618,Wall Clock,32,2020-02-26 12:00,33.79,0.05,5.26,Electronics,In-store,Not Returned,Medium
695603,Desk Lamp,1,2020-02-26 13:00,65.67,0.09,28.29,Apparel,Online,Not Returned,High
964266,Backpack,2,2020-02-26 14:00,9.22,0.32,24.9,Accessories,In-store,Not Returned,Low
488349,Backpack,12,2020-02-26 15:00,11.54,0.49,8.77,Electronics,Online,Not Returned,Medium
114153,Blue Pen,43,2020-02-26 16:00,72.18,0.06,28.06,Apparel,Online,Not Returned,Medium
700613,Desk Lamp,41,2020-02-26 17:00,46.2,0.43,25.78,Furniture,Online,Returned,Medium
340773,Blue Pen,34,2020-02-26 18:00,50.88,0.19,21.62,Stationery,Online,Not Returned,High
155318,Headphones,38,2020-02-26 19:00,87.26,0.23,19.95,Stationery,In-store,Not Returned,Medium
494030,Wall Clock,46,2020-02-26 20:00,15.53,0.33,19.26,Accessories,In-store,Not Returned,High
477177,Backpack,26,2020-02-26 21:00,19.58,0.39,8.76,Furniture,In-store,Not Returned,High
176077,Desk Lamp,20,2020-02-26 22:00,39.79,0.38,13.25,Stationery,In-store,Not Returned,Medium
976906,USB Cable,14,2020-02-26 23:00,38.27,0.26,25.65,Furniture,Online,Not Returned,Medium
233515,White Mug,37,2020-02-27 00:00,56.45,0.18,9.04,Stationery,In-store,Not Returned,High
306988,Headphones,43,2020-02-27 01:00,44.19,0.12,8.23,Stationery,In-store,Not Returned,High
959751,Notebook,8,2020-02-27 02:00,29.97,0.19,18.6,Stationery,In-store,Not Returned,Medium
225885,Blue Pen,5,2020-02-27 03:00,85.41,0.09,24.37,Apparel,Online,Not Returned,Medium
996209,Wireless Mouse,-29,2020-02-27 04:00,15.97,0.03,,Electronics,In-store,Returned,Medium
641656,Blue Pen,20,2020-02-27 05:00,1.97,0.31,24.76,Stationery,Online,Not Returned,Medium
770688,Wall Clock,7,2020-02-27 06:00,15.32,0.41,5.22,Accessories,Online,Not Returned,High
288014,Backpack,5,2020-02-27 07:00,48.45,0.28,29.85,Accessories,Online,Not Returned,High
191751,Notebook,47,2020-02-27 08:00,59.04,0.32,29.34,Apparel,In-store,Not Returned,High
330203,Blue Pen,48,2020-02-27 09:00,16.36,0.02,6.44,Stationery,Online,Not Returned,Medium
913738,Backpack,41,2020-02-27 10:00,57.8,0.21,8.08,Electronics,Online,Returned,Medium
795275,Wireless Mouse,23,2020-02-27 11:00,4.61,0.31,16.34,Apparel,In-store,Not Returned,Low
923651,T-shirt,23,2020-02-27 12:00,62.38,0.17,10.37,Apparel,In-store,Not Returned,High
311951,Desk Lamp,23,2020-02-27 13:00,53.31,0.32,26.16,Accessories,In-store,Not Returned,Medium
605155,Wall Clock,17,2020-02-27 14:00,42.41,0.45,9.39,Electronics,In-store,Not Returned,Low
295716,Headphones,41,2020-02-27 15:00,92.28,0.0,26.67,Furniture,Online,Returned,High
684567,T-shirt,19,2020-02-27 16:00,44.07,0.27,14.03,Accessories,In-store,Not Returned,High
415172,USB Cable,29,2020-02-27 17:00,37.58,0.24,28.06,Electronics,Online,Not Returned,Medium
990695,Headphones,4,2020-02-27 18:00,23.02,0.42,6.74,Accessories,Online,Not Returned,High
100126,Wireless Mouse,5,2020-02-27 19:00,31.98,0.27,21.83,Electronics,In-store,Not Returned,Medium
938761,Desk Lamp,-33,2020-02-27 20:00,-22.69,1.5610842316179174,,Stationery,Online,Returned,High
127632,Notebook,14,2020-02-27 21:00,18.34,0.39,12.45,Accessories,In-store,Returned,Medium
