InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
620547,SKU_1165,T-shirt,9.00,2020-03-23 03:00,49.25,27621.00,France,0.49,Bank Transfer,28.56,Apparel,In-store,Not Returned,FedEx,Rome,Medium
972638,SKU_1160,USB Cable,33.00,2020-03-23 04:00,71.78,88365.00,United Kingdom,0.20,Credit Card,7.07,Stationery,In-store,Not Returned,Royal Mail,Paris,Low
169274,SKU_1005,USB Cable,34.00,2020-03-23 05:00,34.84,44131.00,Italy,0.20,paypall,19.65,Apparel,Online,Returned,Royal Mail,Rome,Medium
233541,SKU_1652,Blue Pen,23.00,2020-03-23 06:00,90.22,87773.00,Portugal,0.50,paypall,28.46,Apparel,In-store,Not Returned,UPS,Rome,Low
153947,SKU_1204,Wireless Mouse,45.00,2020-03-23 07:00,10.41,38084.00,Belgium,0.45,Credit Card,24.88,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
777894,SKU_1972,Notebook,32.00,2020-03-23 08:00,80.79,0.00,Australia,0.17,paypall,20.25,Stationery,In-store,Not Returned,Royal Mail,Rome,High
294692,SKU_1531,White Mug,21.00,2020-03-23 09:00,8.84,10170.00,Germany,0.49,Credit Card,12.94,Furniture,In-store,Not Returned,FedEx,London,Low
148874,SKU_1099,USB Cable,22.00,2020-03-23 10:00,99.10,99716.00,Italy,0.35,Bank Transfer,24.48,Electronics,In-store,Not Returned,FedEx,Rome,High
673996,SKU_1676,Headphones,2.00,2020-03-23 11:00,20.12,48304.00,Netherlands,0.36,Credit Card,13.24,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
174553,SKU_1044,T-shirt,44.00,2020-03-23 12:00,38.76,50516.00,Norway,0.13,Credit Card,7.42,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
692632,SKU_1456,Office Chair,9.00,2020-03-23 13:00,40.31,12353.00,Sweden,0.31,paypall,25.28,Apparel,In-store,Not Returned,DHL,Berlin,High
935570,SKU_1848,Wall Clock,26.00,2020-03-23 14:00,97.50,69355.00,Sweden,0.21,Bank Transfer,19.53,Apparel,In-store,Not Returned,DHL,Rome,Medium
809662,SKU_1226,Wall Clock,20.00,2020-03-23 15:00,3.11,90595.00,Norway,0.19,paypall,11.86,Stationery,In-store,Not Returned,UPS,Paris,Medium
671926,SKU_1314,USB Cable,41.00,2020-03-23 16:00,26.96,51314.00,Portugal,0.39,Credit Card,24.58,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
992297,SKU_1145,USB Cable,43.00,2020-03-23 18:00,56.93,55128.00,United Kingdom,0.20,paypall,24.88,Furniture,In-store,Not Returned,UPS,Paris,High
627007,SKU_1280,Notebook,40.00,2020-03-23 19:00,19.78,18803.00,Germany,0.46,paypall,18.24,Furniture,Online,Not Returned,UPS,London,High
778250,SKU_1122,Wall Clock,36.00,2020-03-23 20:00,45.16,96671.00,Sweden,0.37,Bank Transfer,25.84,Accessories,Online,Not Returned,UPS,London,Medium
570452,SKU_1718,Wall Clock,21.00,2020-03-23 21:00,3.17,55924.00,Italy,0.10,Credit Card,23.89,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low
529725,SKU_1470,Wall Clock,15.00,2020-03-23 22:00,79.35,70211.00,Spain,0.37,Credit Card,23.08,Stationery,In-store,Not Returned,DHL,London,Medium
142534,SKU_1896,White Mug,23.00,2020-03-23 23:00,14.07,38612.00,Germany,0.40,Credit Card,23.32,Apparel,Online,Not Returned,DHL,London,Medium
595518,SKU_1296,Blue Pen,5.00,2020-03-24 00:00,17.43,90075.00,France,0.10,Credit Card,26.11,Electronics,In-store,Returned,UPS,Berlin,Low
716529,SKU_1613,T-shirt,34.00,2020-03-24 01:00,43.80,33190.00,United States,0.07,paypall,17.45,Accessories,In-store,Not Returned,UPS,Berlin,High
512003,SKU_1511,USB Cable,24.00,2020-03-24 02:00,83.64,92287.00,Netherlands,0.14,Credit Card,22.68,Accessories,Online,Not Returned,Royal Mail,Rome,High
226209,SKU_1785,Headphones,26.00,2020-03-24 03:00,41.85,33066.00,Spain,0.49,Credit Card,11.11,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
542061,SKU_1640,Backpack,8.00,2020-03-24 04:00,49.19,62457.00,United States,0.11,paypall,29.71,Furniture,Online,Not Returned,FedEx,Berlin,Medium
289004,SKU_1501,T-shirt,8.00,2020-03-24 05:00,4.95,26192.00,Belgium,0.45,paypall,23.54,Furniture,In-store,Not Returned,FedEx,Paris,Low
716412,SKU_1678,Notebook,42.00,2020-03-24 06:00,44.41,17434.00,France,0.20,Credit Card,16.35,Apparel,In-store,Not Returned,DHL,Berlin,High
715947,SKU_1201,Wall Clock,6.00,2020-03-24 07:00,92.09,23144.00,Germany,0.03,paypall,17.35,Apparel,Online,Not Returned,DHL,Berlin,High
264134,SKU_1414,Office Chair,26.00,2020-03-24 08:00,6.57,0.00,Australia,0.11,Credit Card,13.22,Electronics,In-store,Not Returned,UPS,Amsterdam,High
175713,SKU_1613,Backpack,43.00,2020-03-24 09:00,34.49,43100.00,Germany,0.42,Credit Card,23.57,Stationery,Online,Not Returned,UPS,Paris,High
842623,SKU_1582,Wireless Mouse,34.00,2020-03-24 10:00,57.12,83828.00,Norway,0.33,Credit Card,6.60,Stationery,Online,Not Returned,DHL,Amsterdam,Medium
588972,SKU_1421,Office Chair,44.00,2020-03-24 11:00,79.16,76414.00,Germany,0.43,Credit Card,29.91,Electronics,Online,Not Returned,FedEx,Rome,High
228232,SKU_1673,Headphones,15.00,2020-03-24 13:00,5.59,60113.00,Portugal,0.18,paypall,20.33,Accessories,In-store,Not Returned,DHL,Amsterdam,Low
620551,SKU_1072,Wireless Mouse,18.00,2020-03-24 14:00,90.70,80081.00,Australia,0.02,Credit Card,11.49,Accessories,Online,Not Returned,Royal Mail,Berlin,Medium
263038,SKU_1344,Wall Clock,2.00,2020-03-24 15:00,49.16,65846.00,Norway,0.33,paypall,7.10,Accessories,In-store,Not Returned,DHL,Amsterdam,Low
918007,SKU_1168,USB Cable,48.00,2020-03-24 17:00,50.86,29241.00,Portugal,0.10,Bank Transfer,6.25,Accessories,Online,Not Returned,Royal Mail,Berlin,High
425996,SKU_1774,Wireless Mouse,9.00,2020-03-24 18:00,87.44,48340.00,Australia,0.39,Credit Card,8.52,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low
358722,SKU_1799,T-shirt,16.00,2020-03-24 19:00,21.06,70457.00,Spain,0.01,paypall,27.34,Accessories,Online,Not Returned,FedEx,Berlin,Medium
232079,SKU_1584,Desk Lamp,5.00,2020-03-24 20:00,88.02,83614.00,Italy,0.49,Credit Card,6.73,Accessories,In-store,Not Returned,DHL,Paris,High
302053,SKU_1208,Headphones,25.00,2020-03-24 21:00,56.62,69017.00,Sweden,0.10,paypall,11.79,Accessories,Online,Not Returned,UPS,London,Medium
700530,SKU_1610,Headphones,44.00,2020-03-24 22:00,18.77,24661.00,Germany,0.06,paypall,16.12,Furniture,In-store,Returned,FedEx,Amsterdam,Medium
278589,SKU_1879,Office Chair,23.00,2020-03-24 23:00,50.70,69058.00,Spain,0.34,Bank Transfer,17.77,Apparel,In-store,Not Returned,UPS,Amsterdam,High
603238,SKU_1911,Office Chair,4.00,2020-03-25 00:00,39.54,30280.00,Australia,0.10,Credit Card,23.84,Furniture,Online,Not Returned,Royal Mail,London,Medium
129257,SKU_1897,Wireless Mouse,31.00,2020-03-25 01:00,71.65,57570.00,Norway,0.46,paypall,7.35,Furniture,In-store,Not Returned,UPS,Rome,High
580488,SKU_1938,Wireless Mouse,44.00,2020-03-25 02:00,59.06,97663.00,Portugal,0.40,Bank Transfer,12.74,Furniture,Online,Not Returned,FedEx,London,High
535423,SKU_1542,Blue Pen,19.00,2020-03-25 03:00,60.22,94759.00,France,0.17,Bank Transfer,18.50,Stationery,Online,Not Returned,Royal Mail,Rome,High
244353,SKU_1847,Backpack,8.00,2020-03-25 04:00,55.25,80037.00,Italy,0.36,paypall,18.46,Stationery,In-store,Not Returned,DHL,London,Low
423390,SKU_1942,Notebook,38.00,2020-03-25 05:00,73.90,25395.00,Australia,0.32,Bank Transfer,9.81,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
363579,SKU_1544,White Mug,47.00,2020-03-25 06:00,23.00,71797.00,Sweden,0.37,paypall,10.90,Electronics,Online,Not Returned,UPS,London,High
329947,SKU_1724,T-shirt,36.00,2020-03-25 07:00,61.93,95468.00,Portugal,0.19,paypall,29.65,Accessories,In-store,Not Returned,Royal Mail,London,High
331758,SKU_1656,Desk Lamp,41.00,2020-03-25 08:00,25.53,79171.00,United States,0.31,paypall,5.13,Stationery,In-store,Not Returned,Royal Mail,Paris,Low
715645,SKU_1610,Notebook,17.00,2020-03-25 09:00,7.67,23111.00,Italy,0.30,paypall,23.34,Stationery,In-store,Not Returned,UPS,Rome,High
257732,SKU_1821,Headphones,5.00,2020-03-25 10:00,73.80,49494.00,Sweden,0.13,paypall,19.56,Apparel,Online,Not Returned,FedEx,Amsterdam,Low
827955,SKU_1309,USB Cable,19.00,2020-03-25 11:00,25.55,48143.00,Australia,0.14,paypall,14.81,Apparel,Online,Not Returned,Royal Mail,London,High
708095,SKU_1946,Desk Lamp,16.00,2020-03-25 12:00,8.09,89451.00,United States,0.46,Credit Card,12.90,Furniture,In-store,Not Returned,DHL,Paris,Low
538755,SKU_1179,USB Cable,11.00,2020-03-25 13:00,20.47,91423.00,Italy,0.04,Credit Card,8.20,Stationery,Online,Not Returned,DHL,Berlin,Low
238563,SKU_1646,Wall Clock,2.00,2020-03-25 14:00,99.30,42186.00,United States,0.38,paypall,15.98,Electronics,Online,Not Returned,UPS,Paris,High
883066,SKU_1437,Desk Lamp,5.00,2020-03-25 15:00,83.80,96867.00,France,0.42,paypall,22.67,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low
606047,SKU_1476,Wireless Mouse,35.00,2020-03-25 16:00,57.06,74172.00,France,0.28,paypall,10.72,Electronics,Online,Not Returned,FedEx,Amsterdam,Low
805552,SKU_1394,USB Cable,17.00,2020-03-25 17:00,34.66,18701.00,Belgium,0.06,Credit Card,28.60,Furniture,Online,Not Returned,DHL,London,Medium
426032,SKU_1701,USB Cable,37.00,2020-03-25 18:00,34.80,58164.00,Netherlands,0.02,paypall,21.20,Stationery,In-store,Not Returned,FedEx,Paris,Low
697897,SKU_1541,Wireless Mouse,15.00,2020-03-25 19:00,36.38,67767.00,Netherlands,0.03,paypall,11.62,Apparel,In-store,Not Returned,FedEx,London,Medium
895509,SKU_1593,Office Chair,23.00,2020-03-25 20:00,98.40,10349.00,Sweden,0.15,Credit Card,23.10,Stationery,In-store,Not Returned,DHL,London,High
872800,SKU_1056,Notebook,43.00,2020-03-25 21:00,75.80,10951.00,Australia,0.09,paypall,7.19,Furniture,Online,Returned,UPS,London,High
353973,SKU_1173,Backpack,18.00,2020-03-25 22:00,35.89,44017.00,Norway,0.21,Credit Card,24.42,Stationery,Online,Not Returned,Royal Mail,Amsterdam,High
383097,SKU_1719,USB Cable,37.00,2020-03-25 23:00,2.74,45612.00,Netherlands,0.01,Credit Card,18.65,Apparel,In-store,Not Returned,UPS,Paris,Medium
476826,SKU_1325,Headphones,3.00,2020-03-26 00:00,27.13,15321.00,France,0.43,Bank Transfer,9.77,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium
614257,SKU_1321,Office Chair,34.00,2020-03-26 01:00,21.57,53301.00,Netherlands,0.44,paypall,9.29,Accessories,In-store,Returned,FedEx,Berlin,Medium
954321,SKU_1182,Desk Lamp,24.00,2020-03-26 02:00,21.78,65172.00,United States,0.08,Bank Transfer,22.98,Accessories,In-store,Returned,FedEx,Rome,High
779181,SKU_1234,Headphones,2.00,2020-03-26 03:00,95.01,85338.00,Portugal,0.06,Bank Transfer,25.15,Furniture,Online,Returned,UPS,Rome,Low
530783,SKU_1618,Backpack,20.00,2020-03-26 04:00,25.03,66475.00,Norway,0.05,Credit Card,19.91,Apparel,In-store,Not Returned,UPS,Rome,Medium
215374,SKU_1185,Office Chair,8.00,2020-03-26 05:00,17.06,51801.00,United States,0.45,Bank Transfer,22.14,Accessories,In-store,Not Returned,FedEx,Rome,Low
649148,SKU_1265,Backpack,45.00,2020-03-26 06:00,83.33,26325.00,Sweden,0.44,Bank Transfer,13.86,Electronics,Online,Not Returned,UPS,Rome,Low
776555,SKU_1643,Blue Pen,43.00,2020-03-26 07:00,82.17,72952.00,Germany,0.32,Bank Transfer,18.18,Furniture,In-store,Not Returned,FedEx,London,High
701763,SKU_1841,USB Cable,28.00,2020-03-26 08:00,43.71,85420.00,Germany,0.06,Credit Card,17.02,Accessories,Online,Not Returned,UPS,London,Medium
584090,SKU_1328,Wireless Mouse,9.00,2020-03-26 09:00,63.25,21715.00,Australia,0.45,paypall,9.19,Furniture,In-store,Not Returned,UPS,Paris,High
973698,SKU_1829,T-shirt,30.00,2020-03-26 10:00,98.13,62920.00,Netherlands,0.39,Bank Transfer,23.13,Apparel,Online,Not Returned,Royal Mail,Paris,Low
776787,SKU_1364,T-shirt,11.00,2020-03-26 11:00,95.04,69111.00,Portugal,0.02,Bank Transfer,27.60,Furniture,In-store,Not Returned,FedEx,London,Medium
987164,SKU_1682,Office Chair,21.00,2020-03-26 12:00,27.85,47153.00,Sweden,0.43,paypall,10.63,Furniture,Online,Returned,UPS,Berlin,Low
389227,SKU_1809,Headphones,15.00,2020-03-26 13:00,40.64,87681.00,Spain,0.09,paypall,15.13,Electronics,Online,Not Returned,DHL,Berlin,Medium
842406,SKU_1023,Wireless Mouse,49.00,2020-03-26 14:00,31.42,18541.00,Spain,0.42,Bank Transfer,28.52,Electronics,Online,Not Returned,Royal Mail,Rome,High
943804,SKU_1260,Blue Pen,27.00,2020-03-26 15:00,20.39,0.00,United Kingdom,0.42,paypall,28.28,Electronics,Online,Not Returned,UPS,,Low
748074,SKU_1354,White Mug,44.00,2020-03-26 16:00,22.85,58523.00,Belgium,0.26,Credit Card,16.77,Accessories,In-store,Not Returned,DHL,London,Medium
632101,SKU_1195,Wall Clock,45.00,2020-03-26 17:00,62.28,25466.00,Norway,0.14,Bank Transfer,23.53,Electronics,Online,Returned,FedEx,Amsterdam,Medium
131598,SKU_1610,T-shirt,26.00,2020-03-26 18:00,54.83,15972.00,Sweden,0.32,paypall,11.58,Stationery,Online,Not Returned,FedEx,Rome,Low
882239,SKU_1887,T-shirt,38.00,2020-03-26 20:00,38.64,80029.00,Italy,0.45,Bank Transfer,18.13,Accessories,In-store,Not Returned,DHL,Amsterdam,Low
717394,SKU_1332,Blue Pen,7.00,2020-03-26 21:00,69.66,45977.00,Netherlands,0.42,Credit Card,18.02,Electronics,Online,Not Returned,Royal Mail,Rome,High
389226,SKU_1612,Backpack,4.00,2020-03-26 22:00,99.70,27677.00,United States,0.02,Bank Transfer,8.31,Stationery,In-store,Not Returned,FedEx,Paris,Medium
915673,SKU_1863,Wireless Mouse,49.00,2020-03-26 23:00,45.18,35794.00,Italy,0.39,Credit Card,13.39,Stationery,In-store,Not Returned,DHL,London,Medium
327286,SKU_1940,White Mug,3.00,2020-03-27 00:00,59.43,73577.00,United States,0.04,Credit Card,24.35,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Medium
537785,SKU_1954,T-shirt,25.00,2020-03-27 01:00,68.52,26999.00,Belgium,0.44,Credit Card,19.18,Electronics,Online,Returned,DHL,Berlin,Medium
111745,SKU_1631,Wall Clock,21.00,2020-03-27 02:00,62.94,21211.00,Netherlands,0.02,Credit Card,8.58,Accessories,In-store,Not Returned,DHL,London,High
912461,SKU_1320,Desk Lamp,24.00,2020-03-27 03:00,22.45,55831.00,France,0.48,Bank Transfer,23.68,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low
244097,SKU_1446,White Mug,1.00,2020-03-27 04:00,58.64,28315.00,France,0.48,paypall,13.47,Electronics,Online,Returned,FedEx,Rome,High
332732,SKU_1376,Blue Pen,7.00,2020-03-27 05:00,4.01,66737.00,Portugal,0.29,Credit Card,11.89,Electronics,In-store,Returned,DHL,Paris,High
769648,SKU_1202,Office Chair,25.00,2020-03-27 06:00,84.31,41935.00,Netherlands,0.33,paypall,14.68,Stationery,In-store,Not Returned,Royal Mail,Paris,Medium
713474,SKU_1089,White Mug,46.00,2020-03-27 07:00,44.86,19634.00,Sweden,0.35,paypall,17.06,Electronics,Online,Returned,FedEx,London,Medium
984200,SKU_1706,USB Cable,5.00,2020-03-27 08:00,48.25,79914.00,Italy,0.37,paypall,20.94,Electronics,In-store,Not Returned,FedEx,Amsterdam,Medium
313030,SKU_1176,Backpack,12.00,2020-03-27 09:00,9.38,52930.00,Belgium,0.22,Bank Transfer,15.51,Accessories,Online,Not Returned,FedEx,Rome,Medium
824238,SKU_1626,USB Cable,36.00,2020-03-27 10:00,16.37,33697.00,United Kingdom,0.18,paypall,21.84,Electronics,Online,Returned,DHL,London,High
666134,SKU_1844,Office Chair,20.00,2020-03-27 11:00,38.27,92546.00,Portugal,0.28,paypall,26.07,Stationery,Online,Not Returned,UPS,Berlin,High
438076,SKU_1031,Blue Pen,12.00,2020-03-27 12:00,87.80,96366.00,United Kingdom,0.08,paypall,22.80,Electronics,Online,Not Returned,UPS,London,Low
248554,SKU_1879,Blue Pen,28.00,2020-03-27 13:00,14.87,70158.00,Sweden,0.45,Bank Transfer,19.94,Stationery,Online,Not Returned,FedEx,Berlin,Low
385555,SKU_1945,Headphones,19.00,2020-03-27 14:00,35.94,52690.00,Sweden,0.31,paypall,23.42,Accessories,Online,Returned,UPS,Paris,High
544191,SKU_1726,Wall Clock,47.00,2020-03-27 15:00,86.64,65407.00,United Kingdom,0.48,Bank Transfer,22.15,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low
553761,SKU_1953,Office Chair,38.00,2020-03-27 16:00,76.33,40867.00,United States,0.22,Credit Card,10.61,Stationery,In-store,Not Returned,UPS,Paris,Medium
605518,SKU_1819,Wall Clock,7.00,2020-03-27 17:00,36.24,0.00,United Kingdom,0.28,Credit Card,17.46,Stationery,Online,Not Returned,UPS,Rome,Medium
440941,SKU_1790,Office Chair,4.00,2020-03-27 18:00,10.64,71876.00,France,0.06,Bank Transfer,11.51,Electronics,In-store,Not Returned,DHL,Amsterdam,High
414451,SKU_1242,Notebook,23.00,2020-03-27 19:00,56.27,42029.00,Netherlands,0.09,paypall,29.23,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
677218,SKU_1069,Wireless Mouse,41.00,2020-03-27 21:00,59.74,33646.00,United Kingdom,0.34,Credit Card,12.68,Apparel,Online,Not Returned,DHL,Amsterdam,Medium
872944,SKU_1070,Backpack,35.00,2020-03-27 22:00,2.38,58941.00,France,0.35,Credit Card,5.23,Electronics,Online,Not Returned,Royal Mail,Rome,Low
537629,SKU_1622,Backpack,16.00,2020-03-27 23:00,29.05,85911.00,Portugal,0.39,paypall,11.16,Furniture,In-store,Not Returned,Royal Mail,London,High
868747,SKU_1157,Backpack,41.00,2020-03-28 00:00,20.48,14609.00,Belgium,0.38,Bank Transfer,28.34,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium
324695,SKU_1548,Backpack,18.00,2020-03-28 01:00,72.77,51113.00,United Kingdom,0.47,Credit Card,29.59,Stationery,Online,Not Returned,DHL,Berlin,Low
984315,SKU_1815,USB Cable,37.00,2020-03-28 02:00,74.52,76054.00,United States,0.11,Bank Transfer,6.14,Stationery,Online,Not Returned,DHL,Paris,Medium
395900,SKU_1927,Wall Clock,31.00,2020-03-28 03:00,76.30,13221.00,Norway,0.05,Credit Card,20.22,Furniture,Online,Not Returned,DHL,London,Low
153268,SKU_1325,Wireless Mouse,44.00,2020-03-28 04:00,97.50,77063.00,Australia,0.45,paypall,20.08,Electronics,Online,Not Returned,FedEx,Berlin,High
532430,SKU_1034,Office Chair,36.00,2020-03-28 05:00,61.50,19503.00,Norway,0.12,Bank Transfer,13.42,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium
312943,SKU_1479,Desk Lamp,11.00,2020-03-28 06:00,84.56,77512.00,Italy,0.39,paypall,19.07,Accessories,Online,Not Returned,Royal Mail,Rome,Low
883204,SKU_1459,T-shirt,23.00,2020-03-28 07:00,60.17,0.00,Australia,0.47,Credit Card,26.31,Accessories,Online,Not Returned,Royal Mail,,High
521818,SKU_1835,Headphones,23.00,2020-03-28 08:00,40.61,46321.00,Italy,0.19,paypall,9.27,Electronics,In-store,Not Returned,UPS,London,Low
808691,SKU_1415,Notebook,12.00,2020-03-28 09:00,79.16,33169.00,Sweden,0.24,paypall,7.55,Furniture,Online,Not Returned,UPS,Amsterdam,Medium
462130,SKU_1885,Backpack,20.00,2020-03-28 11:00,94.92,18113.00,Portugal,0.30,Bank Transfer,12.39,Apparel,In-store,Not Returned,DHL,Rome,Medium
294488,SKU_1418,USB Cable,23.00,2020-03-28 12:00,2.96,93442.00,Spain,0.07,Bank Transfer,9.05,Apparel,In-store,Not Returned,FedEx,Berlin,Low
787556,SKU_1510,Desk Lamp,35.00,2020-03-28 13:00,63.62,16102.00,Sweden,0.01,Credit Card,21.09,Electronics,Online,Not Returned,UPS,Paris,High
490530,SKU_1367,Wall Clock,33.00,2020-03-28 14:00,95.78,86695.00,Portugal,0.45,Bank Transfer,11.83,Furniture,Online,Not Returned,Royal Mail,London,Medium
892058,SKU_1911,Backpack,2.00,2020-03-28 15:00,34.11,54664.00,Belgium,0.14,paypall,5.48,Furniture,Online,Not Returned,UPS,Paris,Low
762784,SKU_1886,Notebook,44.00,2020-03-28 16:00,14.27,60510.00,Sweden,0.09,paypall,25.92,Electronics,Online,Not Returned,Royal Mail,London,Medium
899289,SKU_1882,Notebook,43.00,2020-03-28 17:00,29.31,52137.00,Norway,0.39,Bank Transfer,23.51,Electronics,Online,Not Returned,UPS,Berlin,High
341531,SKU_1206,T-shirt,37.00,2020-03-28 18:00,9.11,10929.00,Australia,0.28,paypall,5.58,Apparel,In-store,Not Returned,DHL,Rome,Medium
346693,SKU_1360,Office Chair,24.00,2020-03-28 19:00,34.71,50689.00,United Kingdom,0.17,Credit Card,26.32,Furniture,Online,Not Returned,FedEx,London,High
803650,SKU_1435,Desk Lamp,19.00,2020-03-28 20:00,69.92,99484.00,France,0.26,paypall,8.40,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
650719,SKU_1577,Wireless Mouse,25.00,2020-03-28 21:00,80.45,64718.00,Spain,0.07,Bank Transfer,11.88,Accessories,In-store,Not Returned,FedEx,Paris,Low
338360,SKU_1269,Office Chair,10.00,2020-03-28 23:00,72.15,60692.00,Australia,0.13,Credit Card,26.06,Stationery,Online,Not Returned,UPS,Rome,Low
444855,SKU_1232,T-shirt,29.00,2020-03-29 00:00,5.99,28183.00,France,0.31,Bank Transfer,7.35,Stationery,In-store,Not Returned,FedEx,Berlin,High
607403,SKU_1668,Notebook,47.00,2020-03-29 01:00,20.33,91534.00,Italy,0.34,Credit Card,12.33,Accessories,Online,Not Returned,FedEx,Rome,Medium
126385,SKU_1105,Blue Pen,8.00,2020-03-29 02:00,39.13,14822.00,Sweden,0.06,paypall,29.43,Furniture,In-store,Not Returned,Royal Mail,Paris,High
531374,SKU_1665,Notebook,18.00,2020-03-29 03:00,86.65,44565.00,Spain,0.00,Credit Card,5.92,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low
380783,SKU_1494,USB Cable,29.00,2020-03-29 05:00,6.53,43827.00,Sweden,0.21,Bank Transfer,16.31,Accessories,Online,Not Returned,UPS,London,Low
185530,SKU_1259,Backpack,13.00,2020-03-29 06:00,22.17,81547.00,Norway,0.49,Bank Transfer,18.91,Stationery,In-store,Not Returned,Royal Mail,London,Low
855271,SKU_1484,White Mug,33.00,2020-03-29 07:00,76.01,11416.00,Netherlands,0.29,Bank Transfer,28.46,Furniture,Online,Not Returned,UPS,Rome,Low
383707,SKU_1312,Wireless Mouse,41.00,2020-03-29 08:00,78.15,19128.00,Portugal,0.45,Bank Transfer,9.86,Accessories,In-store,Not Returned,FedEx,Berlin,Low
477816,SKU_1630,USB Cable,1.00,2020-03-29 09:00,60.07,15810.00,Italy,0.24,Bank Transfer,11.93,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
529660,SKU_1820,Blue Pen,41.00,2020-03-29 10:00,98.92,87647.00,Belgium,0.31,Credit Card,28.34,Apparel,Online,Not Returned,UPS,London,Low
501927,SKU_1101,USB Cable,18.00,2020-03-29 11:00,64.74,73837.00,Portugal,0.26,Credit Card,9.63,Electronics,Online,Not Returned,FedEx,Rome,High
829678,SKU_1536,USB Cable,16.00,2020-03-29 12:00,24.66,95333.00,Belgium,0.14,Credit Card,19.73,Electronics,Online,Not Returned,UPS,Paris,Medium
445114,SKU_1942,Notebook,24.00,2020-03-29 13:00,60.38,40012.00,United Kingdom,0.13,Credit Card,8.87,Furniture,Online,Not Returned,FedEx,Paris,High
343373,SKU_1179,Office Chair,30.00,2020-03-29 14:00,5.57,28930.00,Sweden,0.42,Credit Card,10.94,Furniture,In-store,Not Returned,DHL,Rome,Medium
