[LOG][2000-01-01 06:13] Temp: 18.9C, Press: 100.2Pa, Humid: 66.1%, Volt: 13.9V, Flow: 13.6 L/min, CO2: 383 ppm
[LOG][2002-01-18 14:09] Temp: 30.6C, Press: 99.6Pa, Humid: 48.9%, Volt: 13.8V, Flow: 10.1 L/min, CO2: 411 ppm
[LOG][2002-01-19 06:11] Temp: 26.7C, Press: 103.3Pa, Humid: 42.8%, Volt: 13.3V, Flow: 5.6 L/min, CO2: 468 ppm
[LOG][2002-01-19 09:24] Temp: 34.9C, Press: 99.0Pa, Humid: 43.7%, Volt: 11.5V, Flow: 13.2 L/min, CO2: 391 ppm
[LOG][2002-01-20 03:32] Temp: 27.3C, Press: 98.4Pa, Humid: 50.0%, Volt: 13.7V, Flow: 13.5 L/min, CO2: 482 ppm
[LOG][2002-01-20 20:28] Temp: 23.0C, Press: 102.4Pa, Humid: 41.6%, Volt: 11.1V, Flow: 13.8 L/min, CO2: 443 ppm
[LOG][2002-01-21 02:54] Temp: 28.8C, Press: 100.5Pa, Humid: 60.0%, Volt: 12.6V, Flow: 5.2 L/min, CO2: 458 ppm
[LOG][2002-01-21 10:46] Temp: 31.9C, Press: 99.1Pa, Humid: 71.7%, Volt: 11.5V, Flow: 6.1 L/min, CO2: 404 ppm
[LOG][2002-01-22 09:52] Temp: 22.8C, Press: 102.0Pa, Humid: 65.3%, Volt: 12.1V, Flow: 6.0 L/min, CO2: 445 ppm
[LOG][2002-01-22 10:57] Temp: 33.7C, Press: 99.1Pa, Humid: 53.0%, Volt: 13.1V, Flow: 12.8 L/min, CO2: 487 ppm
[LOG][2002-01-22 11:13] Temp: 22.5C, Press: 99.6Pa, Humid: 67.8%, Volt: 11.6V, Flow: 6.6 L/min, CO2: 373 ppm
[LOG][2002-01-23 00:48] Temp: 34.7C, Press: 100.0Pa, Humid: 30.8%, Volt: 12.8V, Flow: 12.5 L/min, CO2: 486 ppm
[LOG][2002-01-23 19:41] Temp: 31.8C, Press: 100.0Pa, Humid: 52.0%, Volt: 13.0V, Flow: 10.0 L/min, CO2: 443 ppm
[LOG][2002-01-24 13:24] Temp: 15.7C, Press: 98.2Pa, Humid: 38.3%, Volt: 11.1V, Flow: 10.7 L/min, CO2: 465 ppm
[LOG][2002-01-24 21:14] Temp: 29.7C, Press: 104.9Pa, Humid: 45.2%, Volt: 13.3V, Flow: 10.3 L/min, CO2: 450 ppm
[LOG][2002-01-25 21:36] Temp: 22.7C, Press: 101.8Pa, Humid: 68.7%, Volt: 11.2V, Flow: 14.4 L/min, CO2: 359 ppm
[LOG][2002-01-26 12:37] Temp: 22.3C, Press: 103.9Pa, Humid: 36.0%, Volt: 13.6V, Flow: 12.0 L/min, CO2: 428 ppm
[LOG][2002-01-26 20:01] Temp: 21.9C, Press: 104.7Pa, Humid: 76.6%, Volt: 11.1V, Flow: 7.8 L/min, CO2: 496 ppm
[LOG][2002-01-26 21:03] Temp: 27.1C, Press: 102.9Pa, Humid: 45.3%, Volt: 12.5V, Flow: 12.0 L/min, CO2: 444 ppm
[LOG][2002-01-27 11:58] Temp: 33.2C, Press: 99.6Pa, Humid: 36.6%, Volt: 13.3V, Flow: 10.0 L/min, CO2: 444 ppm
[LOG][2002-01-27 16:58] Temp: 30.1C, Press: 105.0Pa, Humid: 75.8%, Volt: 12.0V, Flow: 8.5 L/min, CO2: 423 ppm
[LOG][2002-01-28 05:08] Temp: 27.0C, Press: 101.6Pa, Humid: 40.4%, Volt: 13.5V, Flow: 9.5 L/min, CO2: 489 ppm
[LOG][2002-01-28 18:53] Temp: 22.8C, Press: 104.3Pa, Humid: 30.9%, Volt: 13.2V, Flow: 8.6 L/min, CO2: 433 ppm
[LOG][2002-01-29 05:54] Temp: 34.9C, Press: 98.2Pa, Humid: 38.2%, Volt: 13.1V, Flow: 5.5 L/min, CO2: 456 ppm
[LOG][2002-01-29 12:12] Temp: 28.2C, Press: 101.4Pa, Humid: 43.0%, Volt: 12.2V, Flow: 6.1 L/min, CO2: 477 ppm
[LOG][2002-01-29 16:20] Temp: 16.7C, Press: 98.5Pa, Humid: 41.1%, Volt: 11.6V, Flow: 7.3 L/min, CO2: 449 ppm
[LOG][2002-01-30 16:10] Temp: 23.1C, Press: 98.8Pa, Humid: 33.2%, Volt: 12.3V, Flow: 9.9 L/min, CO2: 499 ppm
[LOG][2002-01-30 19:20] Temp: 22.7C, Press: 99.8Pa, Humid: 68.0%, Volt: 11.3V, Flow: 8.4 L/min, CO2: 468 ppm
[LOG][2002-01-31 06:34] Temp: 32.1C, Press: 103.1Pa, Humid: 44.6%, Volt: 13.1V, Flow: 12.5 L/min, CO2: 410 ppm
[LOG][2002-02-01 12:20] Temp: 34.2C, Press: 102.6Pa, Humid: 48.9%, Volt: 11.8V, Flow: 6.1 L/min, CO2: 361 ppm
[LOG][2002-02-01 21:14] Temp: 26.7C, Press: 98.7Pa, Humid: 75.4%, Volt: 12.1V, Flow: 9.3 L/min, CO2: 450 ppm
[LOG][2002-02-01 23:54] Temp: 15.5C, Press: nanPa, Humid: 63.6%, Volt: 13.0V, Flow: 12.6 L/min, CO2: 473 ppm
[ERROR] Sensor Disconnected - Press: nan
[LOG][2002-02-02 08:48] Temp: 24.1C, Press: nanPa, Humid: 31.0%, Volt: nanV, Flow: 14.3 L/min, CO2: nan ppm
[ERROR] Sensor Disconnected - Volt: nan, Press: nan, CO2: nan
[LOG][2002-02-03 18:56] Temp: 15.4C, Press: 101.3Pa, Humid: 78.3%, Volt: 13.1V, Flow: 5.2 L/min, CO2: 360 ppm
[LOG][2002-02-03 21:45] Temp: 26.5C, Press: 99.8Pa, Humid: 53.5%, Volt: 12.3V, Flow: 7.6 L/min, CO2: 390 ppm
[LOG][2002-02-04 13:54] Temp: 17.1C, Press: 104.9Pa, Humid: 73.8%, Volt: 11.0V, Flow: 10.3 L/min, CO2: 367 ppm
[LOG][2002-02-05 04:56] Temp: 17.4C, Press: 100.3Pa, Humid: 34.0%, Volt: 11.5V, Flow: 12.0 L/min, CO2: 443 ppm
[LOG][2002-02-05 16:18] Temp: 32.8C, Press: 99.7Pa, Humid: 2.6%, Volt: 13.2V, Flow: 12.3 L/min, CO2: 381 ppm
[WARN] Humidity Out of Bounds - Humid: 2.6%
[LOG][2002-02-06 01:43] Temp: 30.8C, Press: 99.1Pa, Humid: 38.7%, Volt: 11.7V, Flow: 5.3 L/min, CO2: 371 ppm
[LOG][2002-02-06 16:09] Temp: 19.6C, Press: 99.4Pa, Humid: 33.8%, Volt: 12.0V, Flow: 14.2 L/min, CO2: 436 ppm
[LOG][2002-02-06 17:09] Temp: 15.5C, Press: 99.7Pa, Humid: 61.3%, Volt: 13.5V, Flow: 7.2 L/min, CO2: 487 ppm
[LOG][2002-02-07 02:39] Temp: 19.8C, Press: 98.6Pa, Humid: 54.0%, Volt: 12.1V, Flow: 6.5 L/min, CO2: 438 ppm
[LOG][2002-02-07 13:36] Temp: 26.9C, Press: 104.6Pa, Humid: 69.9%, Volt: 12.6V, Flow: 9.8 L/min, CO2: 500 ppm
[LOG][2002-02-07 17:33] Temp: 18.9C, Press: 98.8Pa, Humid: 33.8%, Volt: 11.5V, Flow: 6.8 L/min, CO2: 457 ppm
[LOG][2002-02-08 01:29] Temp: 19.9C, Press: 99.6Pa, Humid: 67.1%, Volt: 12.8V, Flow: 12.4 L/min, CO2: 497 ppm
[LOG][2002-02-08 03:27] Temp: 33.5C, Press: 99.0Pa, Humid: 52.7%, Volt: 11.0V, Flow: 6.4 L/min, CO2: 403 ppm
[LOG][2002-02-08 04:35] Temp: 19.4C, Press: 103.7Pa, Humid: 40.6%, Volt: 13.1V, Flow: 14.8 L/min, CO2: 427 ppm
[LOG][2002-02-09 15:30] Temp: 32.5C, Press: 103.0Pa, Humid: 75.7%, Volt: 13.3V, Flow: 10.2 L/min, CO2: 430 ppm
[LOG][2002-02-10 06:33] Temp: 34.6C, Press: 101.9Pa, Humid: 33.7%, Volt: 13.0V, Flow: 12.6 L/min, CO2: 366 ppm
[LOG][2002-02-10 08:35] Temp: 17.2C, Press: 101.0Pa, Humid: 79.9%, Volt: 13.0V, Flow: 6.1 L/min, CO2: 487 ppm
[LOG][2002-02-10 17:55] Temp: 29.8C, Press: 99.3Pa, Humid: 32.3%, Volt: 12.6V, Flow: 9.5 L/min, CO2: 360 ppm
[LOG][2002-02-11 12:38] Temp: 33.3C, Press: 101.7Pa, Humid: 77.5%, Volt: 13.1V, Flow: 10.3 L/min, CO2: 475 ppm
[LOG][2002-02-11 21:48] Temp: 19.9C, Press: 100.6Pa, Humid: 58.2%, Volt: 13.6V, Flow: 10.3 L/min, CO2: 498 ppm
[LOG][2002-02-11 22:59] Temp: 15.6C, Press: 103.6Pa, Humid: 35.7%, Volt: 13.5V, Flow: 9.1 L/min, CO2: 410 ppm
[LOG][2002-02-12 00:31] Temp: 23.7C, Press: 99.8Pa, Humid: 62.0%, Volt: 13.8V, Flow: 13.6 L/min, CO2: 355 ppm
[LOG][2002-02-12 15:26] Temp: 32.5C, Press: 101.1Pa, Humid: 65.4%, Volt: 13.4V, Flow: 6.2 L/min, CO2: 374 ppm
[LOG][2002-02-13 03:15] Temp: 20.7C, Press: 103.3Pa, Humid: 78.9%, Volt: 11.1V, Flow: 11.1 L/min, CO2: 439 ppm
[LOG][2002-02-13 16:05] Temp: 15.6C, Press: 102.4Pa, Humid: 70.2%, Volt: 11.5V, Flow: 12.9 L/min, CO2: 426 ppm
[LOG][2002-02-13 18:39] Temp: 17.4C, Press: 100.5Pa, Humid: 56.5%, Volt: 14.0V, Flow: 6.4 L/min, CO2: 430 ppm
[LOG][2002-02-14 03:09] Temp: 30.1C, Press: 99.6Pa, Humid: 61.8%, Volt: 13.0V, Flow: 8.7 L/min, CO2: 370 ppm
[LOG][2002-02-14 09:31] Temp: 20.7C, Press: 100.4Pa, Humid: 78.6%, Volt: 12.1V, Flow: 5.2 L/min, CO2: 366 ppm
[LOG][2002-02-15 18:59] Temp: 32.0C, Press: 98.4Pa, Humid: 67.1%, Volt: 12.2V, Flow: 10.3 L/min, CO2: 426 ppm
[LOG][2002-02-15 19:24] Temp: 16.4C, Press: 104.6Pa, Humid: 43.6%, Volt: 11.6V, Flow: 13.6 L/min, CO2: 430 ppm
[LOG][2002-02-15 20:06] Temp: 34.2C, Press: 98.1Pa, Humid: 35.5%, Volt: 13.4V, Flow: 7.5 L/min, CO2: 498 ppm
[LOG][2002-02-16 07:37] Temp: 32.2C, Press: 100.5Pa, Humid: 40.2%, Volt: 13.8V, Flow: 7.7 L/min, CO2: 493 ppm
[LOG][2002-02-17 19:47] Temp: 19.5C, Press: 100.1Pa, Humid: 68.8%, Volt: 11.3V, Flow: 6.8 L/min, CO2: 375 ppm
[LOG][2002-02-18 10:04] Temp: 20.4C, Press: 103.0Pa, Humid: 54.0%, Volt: 11.2V, Flow: 6.7 L/min, CO2: 447 ppm
[LOG][2002-02-18 12:17] Temp: 21.7C, Press: 100.8Pa, Humid: 43.6%, Volt: 12.8V, Flow: 10.7 L/min, CO2: 436 ppm
[LOG][2002-02-19 07:17] Temp: 16.0C, Press: 101.2Pa, Humid: 72.7%, Volt: 12.2V, Flow: 12.6 L/min, CO2: 369 ppm
[LOG][2002-02-19 09:58] Temp: 25.6C, Press: 98.7Pa, Humid: 68.5%, Volt: 12.1V, Flow: 7.6 L/min, CO2: 382 ppm
[LOG][2002-02-19 11:45] Temp: 25.0C, Press: 103.3Pa, Humid: 31.9%, Volt: 12.8V, Flow: 8.9 L/min, CO2: 438 ppm
[LOG][2002-02-20 02:33] Temp: 27.3C, Press: 101.7Pa, Humid: 37.7%, Volt: 11.4V, Flow: 8.9 L/min, CO2: 425 ppm
[LOG][2002-02-21 14:15] Temp: 16.9C, Press: 104.7Pa, Humid: 56.5%, Volt: 12.7V, Flow: 11.0 L/min, CO2: 471 ppm
[LOG][2002-02-22 01:31] Temp: 26.2C, Press: 100.4Pa, Humid: 72.4%, Volt: 11.5V, Flow: 12.5 L/min, CO2: 444 ppm
[LOG][2002-02-23 08:08] Temp: 29.3C, Press: 103.8Pa, Humid: 68.1%, Volt: 12.2V, Flow: 10.2 L/min, CO2: 422 ppm
[LOG][2002-02-23 13:40] Temp: 29.7C, Press: 100.1Pa, Humid: 30.1%, Volt: 11.1V, Flow: 10.1 L/min, CO2: 476 ppm
[LOG][2002-02-23 20:58] Temp: 26.1C, Press: 100.8Pa, Humid: 73.6%, Volt: 11.5V, Flow: 5.8 L/min, CO2: 398 ppm
[LOG][2002-02-24 02:13] Temp: 21.1C, Press: 100.3Pa, Humid: 59.1%, Volt: 13.5V, Flow: 14.1 L/min, CO2: 396 ppm
[LOG][2002-02-25 06:05] Temp: 33.1C, Press: 102.7Pa, Humid: 65.4%, Volt: 11.8V, Flow: 7.6 L/min, CO2: 366 ppm
[LOG][2002-02-26 04:31] Temp: 17.2C, Press: 102.2Pa, Humid: 52.4%, Volt: 17.3V, Flow: 9.6 L/min, CO2: 443 ppm
[LOG][2002-02-26 13:59] Temp: 33.6C, Press: 99.3Pa, Humid: 47.1%, Volt: 12.0V, Flow: 11.2 L/min, CO2: 470 ppm
[LOG][2002-02-26 15:31] Temp: 29.0C, Press: 100.1Pa, Humid: 45.5%, Volt: 12.9V, Flow: 9.5 L/min, CO2: 413 ppm
[LOG][2002-02-27 03:09] Temp: 18.6C, Press: 102.9Pa, Humid: 53.9%, Volt: 12.2V, Flow: 14.5 L/min, CO2: 386 ppm
[LOG][2002-02-27 09:06] Temp: 23.5C, Press: 100.4Pa, Humid: 46.9%, Volt: 13.6V, Flow: 9.0 L/min, CO2: 369 ppm
[LOG][2002-02-27 12:15] Temp: 17.4C, Press: 102.9Pa, Humid: 66.7%, Volt: 11.7V, Flow: 10.0 L/min, CO2: 407 ppm
[LOG][2002-02-28 18:03] Temp: 18.5C, Press: 101.4Pa, Humid: 63.9%, Volt: 12.1V, Flow: 14.3 L/min, CO2: 376 ppm
[LOG][2002-03-01 04:38] Temp: 20.1C, Press: 101.9Pa, Humid: 70.1%, Volt: 13.5V, Flow: 8.9 L/min, CO2: 438 ppm
[LOG][2002-03-01 15:02] Temp: 22.8C, Press: 104.1Pa, Humid: 44.5%, Volt: 11.8V, Flow: 10.0 L/min, CO2: 374 ppm
[LOG][2002-03-01 21:06] Temp: 18.0C, Press: 98.4Pa, Humid: 58.4%, Volt: 13.5V, Flow: 6.4 L/min, CO2: 388 ppm
[LOG][2002-03-02 00:22] Temp: 31.3C, Press: 102.1Pa, Humid: 34.5%, Volt: 11.9V, Flow: 6.2 L/min, CO2: 492 ppm
[DEBUG] Interval Check
[LOG][2002-03-02 13:45] Temp: 18.0C, Press: 103.0Pa, Humid: 48.7%, Volt: 19.8V, Flow: 11.8 L/min, CO2: 475 ppm
[LOG][2002-03-02 22:15] Temp: 16.5C, Press: 99.4Pa, Humid: 75.2%, Volt: 11.5V, Flow: 6.8 L/min, CO2: 429 ppm
[LOG][2002-03-03 09:17] Temp: 29.2C, Press: 103.9Pa, Humid: 74.3%, Volt: 13.0V, Flow: 11.8 L/min, CO2: 396 ppm
[LOG][2002-03-03 10:35] Temp: 26.0C, Press: 98.3Pa, Humid: 76.6%, Volt: 11.8V, Flow: 8.1 L/min, CO2: 500 ppm
[LOG][2002-03-03 23:40] Temp: 21.0C, Press: 102.9Pa, Humid: 76.3%, Volt: 12.1V, Flow: 9.5 L/min, CO2: 397 ppm
[LOG][2002-03-04 02:01] Temp: 32.6C, Press: 101.2Pa, Humid: 66.9%, Volt: 11.4V, Flow: 14.1 L/min, CO2: 412 ppm
[LOG][2002-03-04 03:04] Temp: 16.6C, Press: 104.1Pa, Humid: 47.8%, Volt: 11.7V, Flow: 10.9 L/min, CO2: 420 ppm
[DEBUG] Interval Check
[LOG][2002-03-04 15:14] Temp: 22.8C, Press: 99.2Pa, Humid: 70.6%, Volt: 11.1V, Flow: 5.3 L/min, CO2: 430 ppm
[LOG][2002-03-05 12:59] Temp: 33.8C, Press: 103.9Pa, Humid: 39.2%, Volt: 11.8V, Flow: 8.6 L/min, CO2: 352 ppm
[LOG][2002-03-05 18:38] Temp: 31.9C, Press: 103.1Pa, Humid: 35.3%, Volt: 13.6V, Flow: 8.3 L/min, CO2: 491 ppm
[LOG][2002-03-06 09:13] Temp: 27.8C, Press: 104.2Pa, Humid: 50.8%, Volt: 13.1V, Flow: 6.9 L/min, CO2: 354 ppm
[LOG][2002-03-06 09:28] Temp: 18.5C, Press: 104.0Pa, Humid: 39.3%, Volt: 12.2V, Flow: 13.6 L/min, CO2: 353 ppm
[LOG][2002-03-06 09:53] Temp: 18.3C, Press: 100.2Pa, Humid: 64.8%, Volt: 11.8V, Flow: 12.2 L/min, CO2: 457 ppm
[LOG][2002-03-07 05:35] Temp: 28.5C, Press: 100.1Pa, Humid: 74.6%, Volt: 13.6V, Flow: 11.1 L/min, CO2: 367 ppm
[LOG][2002-03-07 21:34] Temp: 16.6C, Press: 102.1Pa, Humid: 41.8%, Volt: 13.2V, Flow: 6.0 L/min, CO2: 355 ppm
[LOG][2002-03-07 22:00] Temp: 19.3C, Press: 102.5Pa, Humid: 44.9%, Volt: 13.4V, Flow: 6.5 L/min, CO2: 378 ppm
[LOG][2002-03-08 02:45] Temp: 23.5C, Press: 104.0Pa, Humid: 65.6%, Volt: 13.3V, Flow: 14.7 L/min, CO2: 494 ppm
[LOG][2002-03-08 07:24] Temp: 22.9C, Press: 104.2Pa, Humid: 45.7%, Volt: 11.7V, Flow: 11.0 L/min, CO2: 414 ppm
[LOG][2002-03-09 03:59] Temp: 19.1C, Press: 100.6Pa, Humid: 61.1%, Volt: 13.8V, Flow: 14.4 L/min, CO2: 380 ppm
[LOG][2002-03-09 04:41] Temp: 26.3C, Press: 99.1Pa, Humid: 44.9%, Volt: 12.3V, Flow: 14.1 L/min, CO2: 482 ppm
[LOG][2002-03-10 00:06] Temp: 28.4C, Press: 102.6Pa, Humid: 38.8%, Volt: 11.3V, Flow: 14.0 L/min, CO2: 370 ppm
[LOG][2002-03-10 04:57] Temp: 16.2C, Press: 99.8Pa, Humid: 50.8%, Volt: 11.1V, Flow: 11.7 L/min, CO2: 448 ppm
[LOG][2002-03-10 06:19] Temp: 21.7C, Press: 103.0Pa, Humid: 34.7%, Volt: 11.5V, Flow: 13.5 L/min, CO2: 361 ppm
[LOG][2002-03-11 03:30] Temp: 34.8C, Press: 98.8Pa, Humid: 56.0%, Volt: 13.6V, Flow: 8.9 L/min, CO2: 362 ppm
[LOG][2002-03-11 05:04] Temp: 21.1C, Press: 101.6Pa, Humid: 31.1%, Volt: 12.7V, Flow: 9.7 L/min, CO2: 466 ppm
[LOG][2002-03-12 01:40] Temp: 19.5C, Press: 100.0Pa, Humid: 72.6%, Volt: 13.5V, Flow: 14.5 L/min, CO2: 473 ppm
[LOG][2002-03-12 12:30] Temp: 29.0C, Press: 103.6Pa, Humid: 41.1%, Volt: 11.1V, Flow: 5.4 L/min, CO2: 460 ppm
[LOG][2002-03-12 12:34] Temp: 25.8C, Press: 101.8Pa, Humid: 63.2%, Volt: 12.3V, Flow: 5.3 L/min, CO2: 481 ppm
[LOG][2002-03-13 18:35] Temp: 25.8C, Press: 98.1Pa, Humid: 71.9%, Volt: 13.8V, Flow: 13.6 L/min, CO2: 449 ppm
[LOG][2002-03-13 23:05] Temp: 28.2C, Press: 101.9Pa, Humid: 33.2%, Volt: 13.4V, Flow: 9.4 L/min, CO2: 378 ppm
[LOG][2002-03-14 00:08] Temp: 22.5C, Press: 100.8Pa, Humid: 32.3%, Volt: 12.7V, Flow: 5.6 L/min, CO2: 365 ppm
[LOG][2002-03-14 17:40] Temp: 26.2C, Press: 103.3Pa, Humid: 76.8%, Volt: 13.0V, Flow: 6.9 L/min, CO2: 404 ppm
[LOG][2002-03-15 00:45] Temp: 33.4C, Press: 98.5Pa, Humid: 61.1%, Volt: 12.1V, Flow: 6.7 L/min, CO2: 399 ppm
[LOG][2002-03-15 03:29] Temp: 17.0C, Press: 103.3Pa, Humid: 70.5%, Volt: 12.8V, Flow: 8.4 L/min, CO2: 366 ppm
[LOG][2002-03-15 07:38] Temp: 17.4C, Press: 98.4Pa, Humid: 67.6%, Volt: 12.0V, Flow: 10.0 L/min, CO2: 437 ppm
[LOG][2002-03-16 01:07] Temp: 19.1C, Press: 103.0Pa, Humid: 59.8%, Volt: 13.9V, Flow: 10.4 L/min, CO2: 406 ppm
[LOG][2002-03-16 08:33] Temp: 18.7C, Press: 103.6Pa, Humid: 32.4%, Volt: 13.8V, Flow: 10.1 L/min, CO2: 459 ppm
[LOG][2002-03-16 18:17] Temp: 23.1C, Press: 104.2Pa, Humid: 63.5%, Volt: 11.4V, Flow: 12.6 L/min, CO2: 455 ppm
[LOG][2002-03-17 02:15] Temp: 15.5C, Press: 103.9Pa, Humid: 75.6%, Volt: 13.2V, Flow: 11.9 L/min, CO2: 443 ppm
[LOG][2002-03-18 04:17] Temp: 34.8C, Press: 103.7Pa, Humid: 71.9%, Volt: 12.0V, Flow: 11.9 L/min, CO2: 355 ppm
[LOG][2002-03-19 04:41] Temp: 28.6C, Press: 103.0Pa, Humid: 52.9%, Volt: 12.3V, Flow: 9.6 L/min, CO2: 370 ppm
[LOG][2002-03-19 23:06] Temp: 30.7C, Press: 102.3Pa, Humid: 36.2%, Volt: 12.8V, Flow: 14.4 L/min, CO2: 389 ppm
[LOG][2002-03-20 10:34] Temp: 32.1C, Press: 103.6Pa, Humid: 58.7%, Volt: 11.7V, Flow: 9.3 L/min, CO2: 367 ppm
[LOG][2002-03-20 15:07] Temp: 18.7C, Press: 104.5Pa, Humid: 44.7%, Volt: 12.9V, Flow: 7.6 L/min, CO2: 479 ppm
[LOG][2002-03-21 15:40] Temp: 34.6C, Press: 99.6Pa, Humid: 48.8%, Volt: 12.2V, Flow: 8.4 L/min, CO2: 378 ppm
[LOG][2002-03-21 17:27] Temp: 33.5C, Press: 102.8Pa, Humid: 55.0%, Volt: 11.7V, Flow: 14.9 L/min, CO2: 471 ppm
[LOG][2002-03-22 03:39] Temp: 33.1C, Press: 100.2Pa, Humid: 60.4%, Volt: 13.2V, Flow: 10.4 L/min, CO2: 439 ppm
[LOG][2002-03-22 08:59] Temp: 21.0C, Press: 102.0Pa, Humid: 56.7%, Volt: 11.4V, Flow: 9.7 L/min, CO2: 418 ppm
[LOG][2002-03-22 20:15] Temp: 29.5C, Press: 98.2Pa, Humid: 56.8%, Volt: 12.0V, Flow: 7.6 L/min, CO2: 471 ppm
[LOG][2002-03-23 17:04] Temp: 23.8C, Press: 103.3Pa, Humid: 36.3%, Volt: 12.2V, Flow: 8.7 L/min, CO2: 432 ppm
[LOG][2002-03-23 17:29] Temp: 68.4C, Press: 101.1Pa, Humid: 41.5%, Volt: 12.1V, Flow: 9.2 L/min, CO2: 1976 ppm
[LOG][2002-03-24 00:38] Temp: 24.2C, Press: 99.9Pa, Humid: 65.5%, Volt: 11.7V, Flow: 8.8 L/min, CO2: 418 ppm
[LOG][2002-03-25 13:58] Temp: 24.3C, Press: 102.8Pa, Humid: 49.3%, Volt: 13.9V, Flow: 12.5 L/min, CO2: 399 ppm
[LOG][2002-03-25 17:41] Temp: 18.8C, Press: 101.8Pa, Humid: 48.6%, Volt: 11.5V, Flow: 14.6 L/min, CO2: 471 ppm
[LOG][2002-03-26 03:56] Temp: 21.2C, Press: 104.5Pa, Humid: 75.6%, Volt: 13.3V, Flow: 10.1 L/min, CO2: 449 ppm
[LOG][2002-03-26 12:40] Temp: 17.0C, Press: 104.5Pa, Humid: 77.6%, Volt: 11.0V, Flow: 11.8 L/min, CO2: 500 ppm
[LOG][2002-03-27 00:36] Temp: 78.5C, Press: 103.3Pa, Humid: 48.3%, Volt: 13.4V, Flow: 7.0 L/min, CO2: 403 ppm
[WARN] High Temperature Detected - Temp: 78.5C
[LOG][2002-03-27 01:45] Temp: 18.1C, Press: 99.6Pa, Humid: 32.4%, Volt: 13.7V, Flow: 9.8 L/min, CO2: 392 ppm
[LOG][2002-03-28 09:51] Temp: 15.0C, Press: 102.2Pa, Humid: 65.1%, Volt: 12.8V, Flow: 12.1 L/min, CO2: 406 ppm
[LOG][2002-03-28 18:20] Temp: 26.6C, Press: 98.2Pa, Humid: 64.1%, Volt: 12.0V, Flow: 13.0 L/min, CO2: 474 ppm
[LOG][2002-03-29 14:34] Temp: 22.4C, Press: 99.6Pa, Humid: 57.8%, Volt: 11.1V, Flow: 7.8 L/min, CO2: 373 ppm
[LOG][2002-03-29 15:32] Temp: 27.3C, Press: 104.6Pa, Humid: 75.8%, Volt: 13.6V, Flow: 14.2 L/min, CO2: 402 ppm
[LOG][2002-03-30 00:33] Temp: 25.6C, Press: 101.2Pa, Humid: 50.6%, Volt: 12.0V, Flow: 13.8 L/min, CO2: 419 ppm
[LOG][2002-03-30 01:02] Temp: 33.4C, Press: 100.9Pa, Humid: 59.1%, Volt: 11.2V, Flow: 7.9 L/min, CO2: 398 ppm
[LOG][2002-03-31 09:21] Temp: 21.7C, Press: 99.1Pa, Humid: nan%, Volt: nanV, Flow: nan L/min, CO2: 350 ppm
[ERROR] Sensor Disconnected - Volt: nan, Humid: nan, Flow: nan
[LOG][2002-03-31 13:04] Temp: 23.7C, Press: 100.5Pa, Humid: 70.9%, Volt: 11.8V, Flow: 0.6 L/min, CO2: 476 ppm
[LOG][2002-04-01 13:10] Temp: 17.0C, Press: 103.7Pa, Humid: 69.7%, Volt: 13.6V, Flow: 14.0 L/min, CO2: 363 ppm
[LOG][2002-04-01 14:17] Temp: 32.0C, Press: 98.1Pa, Humid: 75.6%, Volt: 12.2V, Flow: 6.4 L/min, CO2: 481 ppm
[LOG][2002-04-02 04:49] Temp: 34.5C, Press: 100.9Pa, Humid: 78.7%, Volt: 11.8V, Flow: 14.8 L/min, CO2: 465 ppm
[LOG][2002-04-02 15:23] Temp: 30.8C, Press: 104.7Pa, Humid: 31.7%, Volt: 14.0V, Flow: 7.7 L/min, CO2: 427 ppm
[LOG][2002-04-03 01:46] Temp: 23.8C, Press: 101.2Pa, Humid: 77.5%, Volt: 12.3V, Flow: 7.6 L/min, CO2: 375 ppm
[LOG][2002-04-03 22:00] Temp: 27.2C, Press: 99.5Pa, Humid: 34.0%, Volt: 12.3V, Flow: 7.4 L/min, CO2: 411 ppm
[DEBUG] Interval Check
[LOG][2002-04-03 23:14] Temp: 21.1C, Press: 103.0Pa, Humid: 30.7%, Volt: 12.5V, Flow: 9.8 L/min, CO2: 500 ppm
[LOG][2002-04-04 03:53] Temp: 27.2C, Press: 100.3Pa, Humid: 46.8%, Volt: 12.6V, Flow: 6.8 L/min, CO2: 372 ppm
[LOG][2002-04-04 14:19] Temp: 16.7C, Press: 104.3Pa, Humid: 58.0%, Volt: 12.4V, Flow: 10.3 L/min, CO2: 421 ppm
[LOG][2002-04-04 19:19] Temp: 28.9C, Press: 100.2Pa, Humid: 50.5%, Volt: 12.9V, Flow: 7.7 L/min, CO2: 421 ppm
[LOG][2002-04-05 08:33] Temp: 23.6C, Press: 98.9Pa, Humid: 44.3%, Volt: 12.1V, Flow: 14.7 L/min, CO2: 371 ppm
[LOG][2002-04-05 22:48] Temp: 20.5C, Press: 103.0Pa, Humid: 67.9%, Volt: 13.1V, Flow: 8.5 L/min, CO2: 393 ppm
[LOG][2002-04-06 10:24] Temp: 26.4C, Press: 103.4Pa, Humid: 70.3%, Volt: 13.7V, Flow: 6.8 L/min, CO2: 477 ppm
[LOG][2002-04-06 17:35] Temp: 29.0C, Press: 103.9Pa, Humid: 52.2%, Volt: 13.3V, Flow: 11.0 L/min, CO2: 458 ppm
